bin	marker_lineage	genomes	markers	marker_sets	completeness	contamination	strain_heterogeneity	genome_size	ambiguous_bases	scaffolds	contigs	N50_scaffolds	N50_contigs	mean_scaffold_length	mean_contig_length	longest_scaffold	longest_contig	gc	gc_std_scaffolds	coding_density	translation_table	predicted_genes	0	1	2	3	4	5+
SPAdes-MaxBin2-S17.139	k__Bacteria (UID1452)	924	151	101	69.78	36.28	4.92	7825530	8777	4261	4899	1847	1726	1836	1595	28482	28482	64.0	1.68	85.42	11	10791	48	70	22	9	2	0
SPAdes-MaxBin2-S17.145	k__Bacteria (UID2565)	2921	141	86	73.17	37.50	1.41	8400416	10122	3755	4175	2539	2390	2237	2009	18417	15183	68.7	1.46	84.38	11	9738	37	70	25	4	4	1
SPAdes-MaxBin2-S17.148	k__Bacteria (UID203)	5449	104	58	48.23	33.62	0.00	6328230	7497	3768	4323	1658	1546	1679	1462	36463	36463	73.9	1.64	88.88	11	8995	67	22	10	3	1	1
SPAdes-MaxBin2-S17.151	k__Bacteria (UID3187)	2258	187	116	72.49	72.76	22.29	7274862	5669	2883	3258	3004	2723	2523	2231	41290	41290	63.0	1.36	86.53	11	8634	66	53	40	20	6	2
SPAdes-MaxBin2-S17.153	k__Bacteria (UID3187)	2258	187	116	24.74	7.14	4.76	4181420	3994	2037	2327	2179	2014	2052	1795	22204	22204	59.6	1.28	84.81	11	5120	132	44	6	5	0	0
SPAdes-MaxBin2-S17.155	k__Bacteria (UID1453)	901	171	117	63.64	31.91	4.76	5946065	5418	2838	3265	2334	2143	2095	1819	18205	12615	66.6	1.15	88.56	11	7724	75	60	27	6	3	0
SPAdes-MaxBin2-S17.158	k__Bacteria (UID3060)	138	338	246	51.43	3.09	20.00	1310530	1173	520	610	2987	2724	2520	2146	14500	14500	38.8	2.37	85.09	11	1645	145	183	10	0	0	0
SPAdes-MaxBin2-S2.006	o__Actinomycetales (UID1590)	562	286	170	92.54	4.41	0.00	3053226	24730	262	530	20771	8320	11653	5714	61216	32927	75.7	6.10	88.81	11	2995	19	260	5	2	0	0
SPAdes-MaxBin2-S2.007	p__Proteobacteria (UID3880)	1495	261	164	91.46	8.40	5.26	3247515	4174	405	467	29341	23770	8018	6945	274675	274675	60.7	6.08	88.36	11	3499	20	222	19	0	0	0
SPAdes-MaxBin2-S2.008	o__Actinomycetales (UID1663)	488	309	185	97.31	6.26	0.00	4159314	4323	289	355	56791	34595	14392	11704	213392	203408	68.9	5.74	89.65	11	4227	7	285	17	0	0	0
SPAdes-MaxBin2-S2.010	c__Gammaproteobacteria (UID4202)	67	481	276	77.28	5.58	5.56	3803469	1360	495	514	20607	20138	7683	7397	105827	105827	67.7	1.78	90.64	11	3756	110	335	36	0	0	0
SPAdes-MaxBin2-S2.012	root (UID1)	5656	56	24	4.17	0.00	0.00	1078017	707	342	363	3918	3757	3152	2967	30267	30267	55.8	4.05	85.88	11	1220	55	1	0	0	0	0
SPAdes-MaxBin2-S2.013	k__Bacteria (UID203)	5449	104	58	95.69	31.90	21.13	4993531	550	272	282	101314	100230	18358	17705	382920	382920	67.7	4.88	88.22	11	4586	4	60	29	8	3	0
SPAdes-MaxBin2-S2.018	k__Bacteria (UID1453)	901	171	117	99.15	2.33	0.00	3278583	6020	153	215	62207	32721	21428	15221	194306	188609	70.1	1.70	91.61	11	3203	1	165	5	0	0	0
SPAdes-MaxBin2-S2.019	k__Bacteria (UID3187)	2258	188	117	98.72	63.19	3.19	6531937	10710	1130	1238	16801	14904	5780	5267	232597	217062	69.6	2.97	87.94	11	6536	10	94	79	5	0	0
SPAdes-MaxBin2-S2.024	k__Bacteria (UID1453)	901	171	117	98.29	0.51	50.00	2090662	677	91	103	95946	92435	22974	20291	224623	224623	63.5	3.04	91.59	11	2117	2	167	2	0	0	0
SPAdes-MaxBin2-S2.025	k__Bacteria (UID3060)	138	338	246	57.93	1.22	0.00	891816	900	21	30	97439	62680	42467	29697	201654	117725	33.3	2.36	90.58	11	912	120	215	3	0	0	0
SPAdes-MaxBin2-S2.026	k__Bacteria (UID1453)	901	171	117	97.36	2.99	0.00	4050137	9519	326	431	57005	26288	12423	9374	260709	150901	65.8	2.09	89.62	11	4046	4	162	5	0	0	0
SPAdes-MaxBin2-S2.028	k__Bacteria (UID3187)	2258	187	116	86.16	30.18	8.47	4749720	7448	481	578	63360	62046	9874	8204	257973	257973	62.5	1.80	86.58	11	4468	26	118	38	3	2	0
SPAdes-MaxBin2-S2.031	k__Bacteria (UID203)	5449	104	58	85.71	57.21	36.54	7209166	2689	760	807	23446	21968	9485	8929	150626	150626	68.7	1.67	90.34	11	6975	34	38	25	5	2	0
SPAdes-MaxBin2-S2.034	k__Bacteria (UID1453)	901	171	117	99.15	2.99	0.00	4127988	2280	183	213	59761	53296	22557	19369	284441	212314	71.8	1.70	89.97	11	4109	1	166	4	0	0	0
SPAdes-MaxBin2-S2.037	p__Proteobacteria (UID3214)	2231	190	119	38.68	9.73	25.00	4770104	5374	1092	1335	7517	6471	4368	3569	99666	99666	66.9	1.66	86.58	11	5458	111	59	18	2	0	0
SPAdes-MaxBin2-S2.039	k__Bacteria (UID3187)	2258	188	117	55.04	15.10	33.33	2291849	4880	507	563	6451	5739	4520	4062	121335	121335	60.8	1.51	90.49	11	2308	105	65	15	3	0	0
SPAdes-MaxBin2-S2.040	p__Euryarchaeota (UID3)	148	188	125	96.62	2.40	0.00	1760670	465	101	129	50308	30150	17432	13645	119925	98200	69.9	2.11	89.29	11	1791	9	176	3	0	0	0
SPAdes-MaxBin2-S2.041	k__Bacteria (UID203)	5449	104	58	64.76	4.31	0.00	3073118	4091	892	1032	4242	3761	3445	2973	22019	22019	72.3	1.67	90.17	11	3655	56	45	3	0	0	0
SPAdes-MaxBin2-S2.042	k__Bacteria (UID3187)	2258	190	119	95.80	2.57	25.00	4177200	824	129	157	95036	78453	32381	26601	365804	213203	62.5	1.51	88.00	11	4040	5	181	4	0	0	0
SPAdes-MaxBin2-S2.046	k__Bacteria (UID1453)	901	171	117	95.30	1.28	0.00	2890019	8250	199	286	27775	17779	14522	10076	96726	93594	73.5	1.54	89.46	11	2805	6	163	2	0	0	0
SPAdes-MaxBin2-S2.047	k__Bacteria (UID3187)	2258	187	116	97.75	14.92	18.18	3026335	1024	361	399	66884	66884	8383	7582	166310	165666	60.3	2.23	90.32	11	2861	12	158	16	0	1	0
SPAdes-MaxBin2-S2.050	c__Alphaproteobacteria (UID3305)	564	349	230	93.33	26.78	1.05	5843464	8068	956	1134	14078	11577	6112	5145	73853	64908	69.8	2.19	90.01	11	6364	32	245	62	9	1	0
SPAdes-MaxBin2-S2.051	k__Bacteria (UID203)	5449	104	58	100.00	73.68	2.50	5197087	5173	888	1103	15328	12311	5852	4707	203497	203497	64.8	1.52	89.35	11	5726	0	42	53	9	0	0
SPAdes-MaxBin2-S2.052	p__Euryarchaeota (UID3)	148	188	125	99.01	2.40	0.00	2722140	734	163	180	86662	83942	16700	15118	222781	222781	50.6	2.02	87.58	11	2844	3	182	3	0	0	0
SPAdes-MaxBin2-S2.058	k__Bacteria (UID1452)	924	161	108	82.41	7.34	0.00	2088151	16942	349	531	14181	5896	5983	3900	74912	36954	69.6	1.57	88.80	11	2358	20	125	16	0	0	0
SPAdes-MaxBin2-S2.059	k__Bacteria (UID203)	5449	104	58	95.53	39.59	1.56	4353119	12529	471	694	15876	10480	9242	6254	58805	58805	71.6	1.79	90.77	11	4359	4	50	46	2	2	0
SPAdes-MaxBin2-S2.060	k__Archaea (UID2)	207	145	103	93.37	6.80	0.00	2357218	962	162	218	79406	47024	14550	10808	254847	118365	48.3	1.83	86.22	11	2673	9	128	8	0	0	0
SPAdes-MaxBin2-S2.061	k__Bacteria (UID1453)	901	171	117	30.43	8.38	50.00	6116654	11763	2087	2653	3722	3052	2930	2301	61177	61177	54.5	1.99	86.33	11	7418	122	37	7	3	1	1
SPAdes-MaxBin2-S2.063	o__Actinomycetales (UID1590)	562	286	170	15.10	0.59	0.00	1419604	1189	231	271	15172	15172	6145	5234	123993	123993	69.4	1.05	86.55	11	1593	208	77	1	0	0	0
SPAdes-MaxBin2-S2.064	k__Bacteria (UID1452)	924	161	108	95.42	3.24	50.00	2386089	6760	241	326	18409	13000	9900	7298	59177	47511	63.4	1.72	93.10	11	2498	7	150	4	0	0	0
SPAdes-MaxBin2-S2.067	k__Bacteria (UID203)	5449	104	58	88.29	37.87	11.76	4681347	6536	329	417	36697	23256	14229	11210	135679	135679	70.1	1.03	89.70	11	4707	20	50	34	0	0	0
SPAdes-MaxBin2-S2.068	k__Bacteria (UID203)	5449	104	58	73.82	37.46	47.11	4664584	4833	394	470	27330	22141	11839	9914	126094	126094	69.0	1.00	90.76	11	4806	23	42	20	11	3	5
SPAdes-MaxBin2-S2.069	p__Euryarchaeota (UID3)	148	187	124	76.04	13.20	68.18	1892991	1371	382	430	8566	8116	4955	4399	45967	41471	47.0	1.70	90.28	11	2195	44	123	19	1	0	0
SPAdes-MaxBin2-S2.070	k__Bacteria (UID203)	5449	104	58	22.30	6.39	35.00	7078318	9458	1652	1950	7076	5708	4284	3625	133743	133743	66.0	1.41	84.78	11	8597	68	24	8	4	0	0
SPAdes-MaxBin2-S2.071	k__Bacteria (UID203)	5449	104	58	73.71	40.67	30.30	5052996	3296	476	543	19555	18187	10615	9299	110361	69666	71.6	0.87	92.64	11	5084	45	35	21	2	1	0
SPAdes-MaxBin2-S2.072	k__Bacteria (UID203)	5449	104	58	81.71	39.66	5.26	3858058	13434	1594	2369	2740	2057	2420	1622	13946	9121	63.7	2.01	88.43	11	5159	14	54	35	1	0	0
SPAdes-MaxBin2-S2.075	p__Actinobacteria (UID1454)	732	199	116	96.61	6.75	0.00	2632296	7750	301	396	17673	11403	8745	6627	59090	59090	71.7	1.71	92.03	11	2874	7	181	11	0	0	0
SPAdes-MaxBin2-S2.078	k__Archaea (UID2)	207	148	106	97.80	44.23	7.58	2422534	1597	315	405	19334	16932	7690	5977	162060	162060	44.8	1.61	88.22	11	2682	3	87	54	4	0	0
SPAdes-MaxBin2-S2.079	k__Bacteria (UID203)	5449	104	58	70.14	43.10	2.70	4105848	12500	901	1192	6811	5318	4556	3434	48676	41626	73.5	1.06	90.73	11	4715	55	22	22	5	0	0
SPAdes-MaxBin2-S2.082	k__Bacteria (UID203)	5449	104	58	16.14	0.00	0.00	2777916	2830	798	929	4883	4518	3481	2987	40034	40034	67.9	1.69	88.38	11	3239	83	21	0	0	0	0
SPAdes-MaxBin2-S2.083	k__Bacteria (UID2565)	2921	141	86	91.99	6.98	0.00	5746375	7231	956	1363	11773	7621	6010	4210	65677	39177	71.4	1.96	85.94	11	5456	9	125	7	0	0	0
SPAdes-MaxBin2-S2.084	k__Bacteria (UID1453)	901	171	117	96.58	2.80	16.67	1990208	1240	137	189	28529	21573	14527	10523	85280	60422	71.6	2.02	92.66	11	2086	4	161	6	0	0	0
SPAdes-MaxBin2-S2.087	p__Actinobacteria (UID1454)	732	199	116	94.97	9.90	10.71	2897868	1541	269	313	43213	40114	10772	9253	131878	129692	70.9	1.92	94.56	11	3199	9	168	19	3	0	0
SPAdes-MaxBin2-S2.093	k__Bacteria (UID1452)	924	151	101	96.72	6.93	14.29	5403542	13900	585	849	22039	15111	9236	6348	110708	77354	66.0	1.84	84.62	11	5025	9	135	7	0	0	0
SPAdes-MaxBin2-S2.094	k__Bacteria (UID203)	5449	103	57	88.44	28.39	10.20	7586124	24890	3261	4576	2669	2096	2326	1652	19030	14700	59.5	1.75	86.68	11	9426	9	53	37	4	0	0
SPAdes-MaxBin2-S2.096	k__Bacteria (UID203)	5449	104	58	94.08	49.95	12.77	9810397	16600	2142	2980	7724	5500	4580	3286	61513	58967	71.2	1.28	88.33	11	11120	23	45	32	3	1	0
SPAdes-MaxBin2-S2.097	k__Bacteria (UID1453)	901	171	117	47.87	9.79	5.00	5167331	11689	1983	2595	3080	2511	2605	1986	40515	40515	62.4	1.49	86.82	11	7085	85	68	17	1	0	0
SPAdes-MaxBin2-S2.098	k__Bacteria (UID1453)	901	171	117	81.42	18.76	18.18	2736871	7765	909	1082	4282	3706	3010	2522	33357	31245	71.0	1.76	91.32	11	3277	31	116	20	3	0	1
SPAdes-MaxBin2-S2.100	k__Bacteria (UID203)	5449	103	58	96.03	64.50	0.00	6155848	24325	2391	3451	2628	2106	2574	1776	92793	52306	63.7	2.09	89.85	11	7449	5	45	38	11	4	0
SPAdes-MaxBin2-S2.101	o__Actinomycetales (UID1593)	69	400	198	92.71	10.98	0.00	4710138	8709	1333	1761	6745	4679	3533	2669	288138	76284	64.9	1.42	87.53	11	5500	41	324	33	1	0	1
SPAdes-MaxBin2-S2.102	k__Bacteria (UID203)	5449	104	58	78.53	62.06	7.84	9688223	28216	4240	5782	2583	2096	2284	1670	35769	30750	68.3	1.48	87.27	11	13155	18	40	19	12	13	2
SPAdes-MaxBin2-S2.105	o__Actinomycetales (UID2012)	35	495	282	83.22	63.72	1.57	6117084	18703	2172	3112	3525	2689	2816	1959	27521	17956	74.2	1.55	89.80	11	7906	107	167	152	63	5	1
SPAdes-MaxBin2-S2.108	k__Bacteria (UID203)	5449	104	58	58.39	37.23	6.06	3084710	13333	1774	2429	1731	1475	1738	1264	10913	7717	73.0	1.76	90.64	11	4569	62	22	15	4	1	0
SPAdes-MaxBin2-S2.109	k__Bacteria (UID203)	5449	104	58	62.35	32.07	3.12	4962601	16362	2241	3093	2481	2035	2214	1599	14371	14371	72.0	1.31	89.61	11	6796	52	32	17	1	2	0
SPAdes-MaxBin2-S2.110	k__Bacteria (UID203)	5449	104	58	72.52	66.38	12.33	7877230	31662	3939	5454	2073	1718	1999	1438	24780	13804	72.9	1.71	89.49	11	10918	51	28	13	8	1	3
SPAdes-MaxBin2-S2.113	k__Bacteria (UID203)	5449	104	58	63.92	36.30	28.57	5658440	29807	3285	4603	1688	1416	1722	1222	43073	39066	69.6	1.18	87.41	11	8385	34	40	15	14	1	0
SPAdes-MaxBin2-S2.116	k__Bacteria (UID1452)	924	151	101	49.60	18.86	0.00	5021831	28288	2946	4324	1682	1387	1704	1154	17055	10710	65.4	1.53	83.91	11	7344	78	53	16	3	0	1
SPAdes-MaxBin2-S3.002	root (UID1)	5656	56	24	12.50	0.00	0.00	1131055	1595	174	259	9966	6787	6500	4360	29562	22674	58.3	2.81	90.07	11	1198	53	3	0	0	0	0
SPAdes-MaxBin2-S3.005	f__Xanthomonadaceae (UID4214)	55	659	290	97.52	2.34	0.00	2928315	500	54	59	224431	167237	54228	49623	759816	759816	68.0	3.76	90.27	11	2680	14	625	20	0	0	0
SPAdes-MaxBin2-S3.008	p__Proteobacteria (UID3880)	1495	261	164	90.85	7.37	11.76	3224533	4927	386	463	29397	23255	8353	6953	198396	155935	60.8	6.17	88.24	11	3477	22	222	17	0	0	0
SPAdes-MaxBin2-S3.009	o__Actinomycetales (UID1663)	488	309	185	97.13	6.00	19.23	4112268	3940	264	324	54798	41450	15576	12680	198831	198831	69.0	5.13	89.86	11	4183	8	277	23	1	0	0
SPAdes-MaxBin2-S3.012	o__Actinomycetales (UID1802)	274	388	214	94.01	4.34	29.41	3598033	2838	210	246	46329	43526	17133	14614	344248	172360	72.9	3.28	91.27	11	3606	18	357	11	2	0	0
SPAdes-MaxBin2-S3.013	root (UID1)	5656	56	24	12.50	0.00	0.00	1015006	2313	295	342	4558	3952	3440	2961	62935	31734	52.9	3.77	85.34	11	1246	53	3	0	0	0	0
SPAdes-MaxBin2-S3.019	k__Bacteria (UID1453)	901	171	117	98.72	2.99	0.00	3256643	6557	163	234	51150	30640	19979	13889	144212	105750	70.2	1.77	91.49	11	3153	2	165	4	0	0	0
SPAdes-MaxBin2-S3.020	k__Bacteria (UID203)	5449	104	58	48.56	5.17	100.00	2728577	12894	1021	1157	3113	2555	2672	2347	60807	60807	71.6	1.95	88.74	11	3343	66	35	3	0	0	0
SPAdes-MaxBin2-S3.023	k__Bacteria (UID3187)	2258	188	117	90.14	5.75	43.75	4976869	9307	781	890	12839	10210	6372	5581	71432	48598	57.0	2.14	87.62	11	4904	23	153	10	2	0	0
SPAdes-MaxBin2-S3.024	p__Euryarchaeota (UID3)	148	187	124	86.92	0.40	0.00	2056242	9576	349	456	11812	7028	5891	4488	44144	38936	44.8	2.99	85.49	11	2422	21	165	1	0	0	0
SPAdes-MaxBin2-S3.025	k__Bacteria (UID3187)	2258	188	117	98.96	1.42	60.00	2561184	460	134	144	43519	39496	19113	17782	172598	172598	59.0	1.89	89.53	11	2275	5	178	5	0	0	0
SPAdes-MaxBin2-S3.026	k__Bacteria (UID3060)	138	338	246	57.52	1.22	0.00	906246	800	25	33	85648	85648	36249	27437	123570	114508	33.3	2.51	89.85	11	924	121	214	3	0	0	0
SPAdes-MaxBin2-S3.028	k__Bacteria (UID1453)	901	171	117	95.57	4.27	10.00	3783977	7718	298	395	59608	27594	12697	9560	273492	257064	65.7	2.06	90.16	11	3807	7	160	1	3	0	0
SPAdes-MaxBin2-S3.029	k__Bacteria (UID203)	5449	104	58	100.00	33.92	16.67	6613746	5156	517	606	61221	54909	12792	10905	265604	218353	61.6	2.15	86.87	11	6167	0	56	48	0	0	0
SPAdes-MaxBin2-S3.030	k__Bacteria (UID203)	5449	103	57	60.53	8.77	20.00	1985632	2377	108	139	50884	36537	18385	14268	137835	137835	58.5	1.94	89.69	11	2000	64	34	5	0	0	0
SPAdes-MaxBin2-S3.031	k__Bacteria (UID1453)	901	171	117	91.95	6.07	9.09	2932022	4122	218	349	23861	14048	13449	8389	62151	50346	72.3	1.72	88.71	11	2865	12	148	11	0	0	0
SPAdes-MaxBin2-S3.032	k__Bacteria (UID203)	5449	104	58	46.55	10.92	0.00	3315965	3696	421	482	28187	23772	7876	6871	213815	193867	69.8	1.88	86.90	11	3604	62	23	17	2	0	0
SPAdes-MaxBin2-S3.033	k__Bacteria (UID203)	5449	104	58	78.73	44.22	46.67	7466192	2736	792	875	22075	19695	9427	8529	146122	123943	67.6	1.55	88.70	11	7323	33	40	24	7	0	0
SPAdes-MaxBin2-S3.034	k__Bacteria (UID1453)	901	171	117	57.26	1.71	0.00	2381417	2320	74	99	77606	53863	32181	24031	201762	154783	72.6	1.32	89.63	11	2328	68	101	2	0	0	0
SPAdes-MaxBin2-S3.035	k__Bacteria (UID203)	5449	103	57	83.33	29.15	24.39	2514595	1365	161	184	38131	35755	15618	13658	108435	99727	54.3	2.27	89.73	11	2574	10	52	41	0	0	0
SPAdes-MaxBin2-S3.036	k__Archaea (UID2)	207	149	107	99.46	10.93	4.35	3116995	1203	402	436	18603	17436	7753	7146	92218	92218	48.0	3.46	86.26	11	3439	2	126	20	1	0	0
SPAdes-MaxBin2-S3.037	k__Bacteria (UID2565)	2921	141	86	98.38	2.43	33.33	6575906	6889	428	724	26370	14654	15364	9073	82934	74438	58.1	2.25	83.98	11	5132	3	135	3	0	0	0
SPAdes-MaxBin2-S3.041	k__Bacteria (UID3187)	2258	187	116	94.97	42.37	37.97	4796642	4710	189	237	229624	185165	25379	20219	559658	559658	60.2	1.51	90.70	11	4120	17	99	67	4	0	0
SPAdes-MaxBin2-S3.042	p__Actinobacteria (UID1454)	732	199	116	58.26	28.81	11.32	4220764	10952	1210	1610	4309	3521	3488	2614	46507	35958	69.5	1.77	89.35	11	5003	96	71	23	8	1	0
SPAdes-MaxBin2-S3.044	k__Bacteria (UID3187)	2258	190	119	94.26	1.68	0.00	4166061	1885	163	274	56498	30428	25558	15197	207871	122138	62.6	1.48	87.87	11	4092	8	180	2	0	0	0
SPAdes-MaxBin2-S3.045	k__Bacteria (UID203)	5449	104	58	94.67	49.95	39.02	9496908	5728	1138	1317	18180	15675	8345	7206	177804	177804	56.3	1.68	88.49	11	9429	14	55	32	3	0	0
SPAdes-MaxBin2-S3.047	k__Bacteria (UID1453)	901	171	117	84.50	0.43	0.00	2736966	9030	194	287	24779	16925	14108	9505	104513	93747	73.7	1.62	89.63	11	2654	39	131	1	0	0	0
SPAdes-MaxBin2-S3.051	k__Bacteria (UID203)	5449	104	58	94.83	56.43	2.78	4603290	5612	591	709	23540	18340	7788	6484	114376	114376	64.1	1.47	87.99	11	4666	3	46	48	6	1	0
SPAdes-MaxBin2-S3.052	k__Bacteria (UID3187)	2258	187	116	66.54	21.17	22.50	3654512	1422	466	522	19721	17021	7842	6998	88665	77705	60.5	1.22	88.52	11	3505	74	79	31	3	0	0
SPAdes-MaxBin2-S3.053	c__Alphaproteobacteria (UID3305)	564	349	230	95.54	6.71	0.00	4858527	1613	269	312	57465	51757	18061	15567	130535	116912	69.1	2.08	90.39	11	4855	35	293	21	0	0	0
SPAdes-MaxBin2-S3.054	p__Euryarchaeota (UID3)	148	188	125	97.41	0.80	0.00	2099000	686	97	133	64563	36909	21639	15776	220304	220304	51.0	2.07	88.56	11	2123	5	182	1	0	0	0
SPAdes-MaxBin2-S3.055	k__Bacteria (UID203)	5449	104	58	97.93	17.01	17.86	6387568	3242	420	475	44621	41652	15208	13440	194498	194498	70.4	1.64	89.58	11	6349	2	78	22	2	0	0
SPAdes-MaxBin2-S3.057	k__Bacteria (UID203)	5449	104	58	96.55	17.59	8.11	3433926	10845	535	708	13953	9843	6418	4834	73397	61034	70.8	2.08	90.41	11	3591	2	76	22	3	1	0
SPAdes-MaxBin2-S3.058	k__Bacteria (UID203)	5449	104	58	20.92	7.47	28.57	4246502	8708	1029	1335	6921	5789	4126	3174	108579	108579	55.2	1.47	86.57	11	4595	81	18	4	1	0	0
SPAdes-MaxBin2-S3.059	k__Bacteria (UID1452)	924	151	101	94.97	3.24	50.00	4540016	3028	311	358	43645	41217	14598	12673	461762	461762	65.5	1.77	85.70	11	4086	7	138	6	0	0	0
SPAdes-MaxBin2-S3.060	k__Bacteria (UID1452)	924	151	101	92.34	9.17	0.00	6117993	9114	1016	1263	12656	9893	6021	4836	133270	133270	62.3	1.66	87.77	11	6875	12	126	13	0	0	0
SPAdes-MaxBin2-S3.061	o__Actinomycetales (UID1663)	488	309	185	20.63	1.12	18.18	1114262	732	175	203	22313	22313	6367	5485	88694	81180	69.5	1.17	87.64	11	1257	216	82	11	0	0	0
SPAdes-MaxBin2-S3.062	k__Archaea (UID2)	207	145	103	97.73	8.74	14.29	3966616	4188	521	674	76878	56342	7613	5878	316176	268495	48.7	2.78	85.21	11	4580	3	132	8	2	0	0
SPAdes-MaxBin2-S3.065	k__Bacteria (UID3187)	2258	188	117	87.85	90.44	24.27	6069613	21201	2052	2889	3823	2855	2957	2093	39805	33322	60.6	1.91	89.16	11	7005	34	53	61	33	6	1
SPAdes-MaxBin2-S3.066	o__Actinomycetales (UID1590)	562	286	170	86.48	43.38	3.25	3863325	4708	620	826	11764	9044	6231	4671	95325	91311	71.5	1.00	91.45	11	4255	56	131	87	12	0	0
SPAdes-MaxBin2-S3.067	k__Bacteria (UID203)	5449	104	58	41.38	12.30	8.64	3935431	5782	607	721	12915	11231	6483	5450	148444	127037	67.2	1.22	86.99	11	4506	40	33	15	10	6	0
SPAdes-MaxBin2-S3.069	k__Bacteria (UID1453)	901	171	117	57.40	2.14	0.00	1087505	2429	137	178	13046	10911	7937	6095	48271	35149	70.2	0.97	91.23	11	1176	72	96	3	0	0	0
SPAdes-MaxBin2-S3.071	k__Bacteria (UID203)	5449	104	58	36.07	16.77	72.73	1750953	1412	265	291	10523	9200	6607	6012	43798	43798	69.7	0.93	90.98	11	1801	50	31	13	6	4	0
SPAdes-MaxBin2-S3.073	k__Bacteria (UID203)	5449	104	58	26.72	4.31	33.33	2091533	2210	265	316	16239	13952	7892	6611	82247	82247	71.5	1.02	91.68	11	2172	81	20	3	0	0	0
SPAdes-MaxBin2-S3.075	k__Bacteria (UID1453)	901	171	117	17.83	7.93	0.00	4028957	4715	775	944	9626	8318	5198	4262	70149	65238	67.0	1.14	84.98	11	4726	131	29	9	2	0	0
SPAdes-MaxBin2-S3.076	k__Bacteria (UID203)	5449	104	58	89.58	44.66	0.00	4378250	6232	611	931	16325	10680	7165	4696	213818	142621	72.1	1.60	91.34	11	4796	13	46	38	7	0	0
SPAdes-MaxBin2-S3.078	k__Bacteria (UID3187)	2258	190	119	65.32	13.16	4.17	2508111	20820	1419	2266	1821	1392	1767	1097	6830	5306	63.8	2.06	86.45	11	3771	73	93	24	0	0	0
SPAdes-MaxBin2-S3.079	k__Bacteria (UID203)	5449	104	58	16.90	4.60	50.00	5057015	9391	1371	1775	5249	4493	3688	2843	77538	71012	63.6	1.55	85.39	11	6163	86	14	4	0	0	0
SPAdes-MaxBin2-S3.080	p__Actinobacteria (UID1454)	732	199	116	92.82	9.91	0.00	2456121	3881	307	371	16215	12500	8000	6609	46291	38612	71.9	1.44	92.32	11	2698	12	170	17	0	0	0
SPAdes-MaxBin2-S3.081	k__Archaea (UID2)	207	148	106	99.69	50.34	13.58	2756567	4668	527	785	12197	8628	5230	3505	121472	61638	45.3	2.29	88.38	11	3270	1	82	57	8	0	0
SPAdes-MaxBin2-S3.083	k__Bacteria (UID3187)	2258	188	117	38.93	10.00	11.76	7441948	25981	2726	3801	3449	2604	2729	1951	82037	43137	56.6	1.84	85.95	11	9418	111	60	17	0	0	0
SPAdes-MaxBin2-S3.084	k__Bacteria (UID203)	5449	104	58	68.10	33.62	0.00	3898975	9918	972	1288	5627	4381	4011	3019	45562	45562	73.6	1.06	90.72	11	4547	58	26	18	2	0	0
SPAdes-MaxBin2-S3.088	k__Bacteria (UID1452)	924	151	101	99.58	7.13	0.00	7301328	16506	537	749	26325	18374	13596	9726	119040	81741	56.8	1.69	85.40	11	6348	2	141	8	0	0	0
SPAdes-MaxBin2-S3.092	p__Actinobacteria (UID1454)	732	199	116	65.57	29.97	3.00	3893655	12163	1235	1861	4059	2851	3152	2085	41999	32747	68.4	1.61	87.98	11	4814	58	90	42	6	2	1
SPAdes-MaxBin2-S3.093	k__Bacteria (UID203)	5449	104	58	39.89	10.67	2.27	3345142	7394	1039	1353	4226	3311	3219	2466	40181	36358	67.8	1.29	85.88	11	4166	43	41	11	7	2	0
SPAdes-MaxBin2-S3.094	k__Bacteria (UID203)	5449	104	58	43.10	8.62	0.00	2345476	6751	800	1025	3722	3116	2931	2281	17040	17040	75.8	1.45	91.31	11	2968	75	22	7	0	0	0
SPAdes-MaxBin2-S3.095	k__Bacteria (UID1453)	901	171	117	94.02	1.71	0.00	3604458	2617	266	378	44306	32461	13550	9528	152803	116103	63.4	1.96	91.75	11	3657	7	160	4	0	0	0
SPAdes-MaxBin2-S3.100	k__Bacteria (UID1453)	901	171	117	87.46	10.21	37.50	2712342	9382	920	1101	3953	3273	2948	2455	21309	15327	71.0	1.77	91.08	11	3354	29	128	13	1	0	0
SPAdes-MaxBin2-S3.103	k__Bacteria (UID203)	5449	104	58	73.45	30.92	9.78	6224630	22476	2291	3239	3361	2623	2716	1914	98348	98348	62.1	1.57	86.81	11	8429	20	45	22	12	4	1
SPAdes-MaxBin2-S3.105	k__Bacteria (UID203)	5449	103	58	74.84	21.30	2.63	5102877	34692	2227	3458	2567	1920	2291	1465	86540	86540	49.5	2.69	82.31	11	7186	17	61	20	4	1	0
SPAdes-MaxBin2-S3.106	k__Bacteria (UID203)	5449	104	58	95.14	45.85	2.00	5258122	28895	1969	3130	3270	2254	2670	1670	49321	30666	64.2	2.07	89.70	11	6601	13	57	26	8	0	0
SPAdes-MaxBin2-S3.108	o__Actinomycetales (UID1696)	455	311	187	47.95	25.55	0.76	9011253	51612	4244	6105	2176	1762	2123	1467	44737	44737	67.6	1.65	85.17	11	12683	165	97	36	7	4	2
