chrom	length	bases	mean	min	max
NODE_40639_length_1660_cov_3.161371	1660	8301	5.00	2	8
NODE_40678_length_1658_cov_340.076731	1658	619026	373.36	132	504
NODE_40972_length_1648_cov_4.480226	1648	11564	7.02	1	12
NODE_41474_length_1632_cov_3.563094	1632	9856	6.04	1	10
NODE_41690_length_1624_cov_2.102613	1624	7147	4.40	0	10
NODE_42116_length_1608_cov_3.517064	1608	6580	4.09	1	8
NODE_42241_length_1604_cov_3.835378	1604	6471	4.03	1	8
NODE_42449_length_1597_cov_3.744488	1597	7432	4.65	1	10
NODE_43469_length_1563_cov_3.551724	1563	10475	6.70	0	17
NODE_43670_length_1557_cov_411.923435	1557	613610	394.10	53	454
NODE_44171_length_1542_cov_2.820444	1542	9235	5.99	2	12
NODE_44382_length_1535_cov_3.345946	1535	6696	4.36	0	9
NODE_44426_length_1534_cov_2.922921	1534	10851	7.07	2	14
NODE_44504_length_1531_cov_4.792005	1531	11239	7.34	3	15
NODE_44805_length_1523_cov_3.097411	1523	4290	2.82	1	7
NODE_45125_length_1514_cov_3.794380	1514	7438	4.91	1	9
NODE_45150_length_1513_cov_302.431413	1513	537730	355.41	73	448
NODE_45336_length_1507_cov_3.891185	1507	9962	6.61	1	16
NODE_45600_length_1500_cov_2.800692	1500	7236	4.82	1	11
NODE_45780_length_1495_cov_3.870139	1495	11498	7.69	1	20
NODE_45805_length_1494_cov_47.597637	1494	76380	51.12	32	62
NODE_45902_length_1492_cov_2.855950	1492	8470	5.68	1	32
NODE_46013_length_1489_cov_2.267085	1489	6945	4.66	1	9
NODE_46099_length_1486_cov_3.849057	1486	11061	7.44	2	15
NODE_46403_length_1478_cov_3.633169	1478	10684	7.23	1	36
NODE_46563_length_1474_cov_2.739253	1474	6422	4.36	0	14
NODE_46865_length_1465_cov_3.370213	1465	9117	6.22	2	20
NODE_47202_length_1454_cov_319.189421	1454	509234	350.23	255	405
NODE_48156_length_1428_cov_2.200291	1428	4815	3.37	1	6
NODE_48410_length_1421_cov_2.925329	1421	8551	6.02	1	11
NODE_48662_length_1414_cov_3.298749	1414	5286	3.74	1	8
NODE_48712_length_1413_cov_2.874080	1413	7067	5.00	1	15
NODE_48745_length_1412_cov_3.198231	1412	8784	6.22	1	11
NODE_49526_length_1392_cov_359.100972	1392	513214	368.69	127	448
NODE_49701_length_1389_cov_2.419790	1389	6826	4.91	1	9
NODE_49914_length_1383_cov_351.114458	1383	524880	379.52	155	454
NODE_50039_length_1380_cov_100.566038	1380	814476	590.20	74	1808
NODE_50375_length_1372_cov_3.233865	1372	6851	4.99	1	11
NODE_50571_length_1367_cov_2.599848	1367	8082	5.91	1	10
NODE_50904_length_1358_cov_361.827322	1358	512141	377.13	186	494
NODE_51139_length_1353_cov_5.494607	1353	77282	57.12	1	460
NODE_51570_length_1343_cov_4.052019	1343	6201	4.62	0	15
NODE_51716_length_1339_cov_349.764019	1339	496536	370.83	111	431
NODE_52080_length_1331_cov_3.882445	1331	7779	5.84	1	13
NODE_52223_length_1327_cov_351.099057	1327	508955	383.54	190	466
NODE_53805_length_1293_cov_338.601777	1293	502112	388.33	244	1076
NODE_53835_length_1293_cov_3.126010	1293	7457	5.77	1	9
NODE_53966_length_1290_cov_3.652632	1290	7374	5.72	1	10
NODE_54237_length_1284_cov_3.663954	1284	8872	6.91	1	13
NODE_54643_length_1276_cov_1.864865	1276	6985	5.47	0	9
NODE_54799_length_1272_cov_3.063270	1272	9323	7.33	1	13
NODE_54801_length_1272_cov_2.995892	1272	5608	4.41	1	9
NODE_54988_length_1268_cov_4.262160	1268	11911	9.39	2	16
NODE_55156_length_1265_cov_2.756198	1265	5400	4.27	1	10
NODE_55197_length_1264_cov_2.901572	1264	5846	4.62	1	9
NODE_56011_length_1247_cov_2.832215	1247	8536	6.85	1	15
NODE_56672_length_1234_cov_3.541985	1234	8194	6.64	1	14
NODE_56817_length_1231_cov_3.636054	1231	9240	7.51	1	12
NODE_56895_length_1230_cov_2.693617	1230	5136	4.18	1	7
NODE_57326_length_1221_cov_524.348199	1221	823880	674.76	126	1058
NODE_57596_length_1216_cov_332.973299	1216	486349	399.96	156	1097
NODE_57633_length_1216_cov_2.716624	1216	5877	4.83	1	10
NODE_57788_length_1213_cov_3.468912	1213	6554	5.40	1	9
NODE_58064_length_1208_cov_3.908066	1208	5977	4.95	1	10
NODE_58374_length_1202_cov_4.207498	1202	8523	7.09	3	11
NODE_58438_length_1201_cov_2.770506	1201	7110	5.92	2	10
NODE_58686_length_1196_cov_3.100789	1196	7274	6.08	2	13
NODE_58964_length_1191_cov_4.256162	1191	7759	6.51	2	11
NODE_58974_length_1191_cov_3.096831	1191	8328	6.99	1	13
NODE_59129_length_1188_cov_3.267432	1188	6201	5.22	0	9
NODE_59187_length_1187_cov_3.608657	1187	7657	6.45	1	12
NODE_59268_length_1186_cov_2.658709	1186	5461	4.60	1	16
NODE_59493_length_1181_cov_157.504440	1181	198297	167.91	72	205
NODE_59651_length_1179_cov_2.924377	1179	7654	6.49	1	14
NODE_59921_length_1174_cov_4.220733	1174	5709	4.86	1	10
NODE_59986_length_1173_cov_3.843470	1173	7608	6.49	2	10
NODE_60293_length_1168_cov_2.112309	1168	3213	2.75	1	7
NODE_60491_length_1164_cov_3.030658	1164	5692	4.89	1	9
NODE_60545_length_1163_cov_3.353791	1163	7852	6.75	1	11
NODE_61469_length_1147_cov_4.428571	1147	6627	5.78	1	12
NODE_61943_length_1140_cov_2.132719	1140	4562	4.00	1	8
NODE_62636_length_1127_cov_359.538246	1127	507102	449.96	268	523
NODE_62992_length_1122_cov_2.683224	1122	5787	5.16	2	9
NODE_63323_length_1116_cov_773.684260	1116	1710781	1532.96	71	3022
NODE_63376_length_1116_cov_2.711593	1116	3849	3.45	1	8
NODE_63475_length_1114_cov_3.218130	1114	5315	4.77	1	8
NODE_63493_length_1114_cov_2.567517	1114	3959	3.55	1	6
NODE_64208_length_1101_cov_5.376673	1101	8183	7.43	2	15
NODE_64754_length_1093_cov_2.523121	1093	3831	3.51	1	7
NODE_65008_length_1089_cov_2.281431	1089	4852	4.46	1	8
NODE_65009_length_1089_cov_2.250484	1089	3124	2.87	0	6
NODE_65289_length_1084_cov_4.733722	1084	6821	6.29	1	11
NODE_65303_length_1084_cov_3.497570	1084	7418	6.84	2	10
NODE_65621_length_1079_cov_3.543945	1079	3960	3.67	1	9
NODE_65786_length_1077_cov_2.912916	1077	5365	4.98	1	10
NODE_66787_length_1062_cov_2.234359	1062	5124	4.82	1	10
NODE_66941_length_1060_cov_2.270647	1060	5356	5.05	2	10
NODE_68063_length_1044_cov_412.759353	1044	1187331	1137.29	209	1473
NODE_68178_length_1043_cov_2.862348	1043	4431	4.25	1	7
NODE_68556_length_1038_cov_2.497457	1038	4402	4.24	1	9
NODE_68892_length_1033_cov_2.716769	1033	6277	6.08	1	12
NODE_69211_length_1029_cov_2.458932	1029	6706	6.52	3	20
NODE_69283_length_1028_cov_2.627955	1028	5901	5.74	2	10
NODE_69589_length_1023_cov_345.723140	1023	409932	400.72	259	473
NODE_69597_length_1023_cov_5.212810	1023	8675	8.48	4	14
NODE_69724_length_1022_cov_2.296794	1022	5292	5.18	1	10
NODE_69880_length_1019_cov_377.825726	1019	406909	399.32	284	476
NODE_70067_length_1017_cov_3.172557	1017	3399	3.34	1	6
NODE_70070_length_1017_cov_3.071726	1017	4653	4.58	1	9
NODE_70171_length_1016_cov_2.664932	1016	5475	5.39	1	9
NODE_70254_length_1015_cov_2.209375	1015	5253	5.18	1	10
NODE_70385_length_1013_cov_2.215031	1013	4948	4.88	1	10
NODE_70430_length_1012_cov_3.247649	1012	6226	6.15	0	10
NODE_70687_length_1009_cov_1.969602	1009	4307	4.27	1	9
NODE_71040_length_1004_cov_3.374078	1004	3864	3.85	1	8
NODE_71085_length_1004_cov_1.840885	1004	3531	3.52	1	7
NODE_71111_length_1003_cov_3.564346	1003	6872	6.85	1	13
NODE_395_length_76082_cov_26.473411	76082	2296047	30.18	0	72
NODE_423_length_74367_cov_27.522459	74367	2285006	30.73	0	60
NODE_425_length_74331_cov_26.585559	74331	2251522	30.29	0	77
NODE_486_length_68810_cov_26.163086	68810	2026580	29.45	0	109
NODE_640_length_60698_cov_26.019244	60698	1807424	29.78	0	97
NODE_694_length_58009_cov_26.573230	58009	1775745	30.61	0	62
NODE_755_length_55795_cov_27.046771	55795	1720038	30.83	10	161
NODE_773_length_54634_cov_25.602191	54634	1832171	33.54	10	147
NODE_846_length_51117_cov_27.329168	51117	1583746	30.98	0	116
NODE_873_length_50297_cov_27.567633	50297	1549454	30.81	0	85
NODE_889_length_49563_cov_26.591218	49563	1517315	30.61	0	84
NODE_1019_length_45814_cov_26.048908	45814	1359023	29.66	0	69
NODE_1070_length_44265_cov_27.464691	44265	1360088	30.73	0	58
NODE_1116_length_43075_cov_24.451371	43075	1228021	28.51	0	125
NODE_1124_length_42924_cov_25.828314	42924	1280749	29.84	6	111
NODE_1179_length_41502_cov_27.018095	41502	1276528	30.76	0	107
NODE_1195_length_41214_cov_26.020943	41214	1257535	30.51	5	82
NODE_1291_length_39197_cov_26.307138	39197	1167682	29.79	0	64
NODE_1457_length_35800_cov_26.430829	35800	1070645	29.91	0	59
NODE_1495_length_35034_cov_25.579576	35034	1026853	29.31	0	55
NODE_1545_length_34384_cov_26.872528	34384	1048738	30.50	2	48
NODE_1564_length_34178_cov_27.331888	34178	1074422	31.44	0	135
NODE_1573_length_34076_cov_25.653538	34076	996343	29.24	10	53
NODE_1623_length_33618_cov_24.048446	33618	943024	28.05	5	57
NODE_1692_length_32722_cov_25.161600	32722	962406	29.41	0	99
NODE_1707_length_32511_cov_26.972116	32511	995340	30.62	0	66
NODE_1821_length_31114_cov_27.098941	31114	916631	29.46	11	63
NODE_1944_length_29605_cov_25.101523	29605	842969	28.47	0	51
NODE_1949_length_29545_cov_25.610309	29545	866932	29.34	0	56
NODE_2151_length_27582_cov_23.529081	27582	764209	27.71	7	49
NODE_2172_length_27375_cov_28.292789	27375	911974	33.31	8	219
NODE_2258_length_26604_cov_24.608384	26604	772480	29.04	5	99
NODE_2264_length_26583_cov_26.782230	26583	837144	31.49	0	79
NODE_2292_length_26314_cov_26.736776	26314	792310	30.11	2	114
NODE_2377_length_25556_cov_25.923964	25556	746009	29.19	0	90
NODE_2513_length_24564_cov_26.837529	24564	732321	29.81	0	59
NODE_2519_length_24516_cov_27.502310	24516	758036	30.92	0	56
NODE_2552_length_24291_cov_27.730607	24291	800139	32.94	4	87
NODE_2632_length_23781_cov_25.020400	23781	695450	29.24	6	162
NODE_2649_length_23589_cov_27.469109	23589	740495	31.39	6	148
NODE_2678_length_23453_cov_25.658475	23453	696665	29.70	11	103
NODE_2826_length_22631_cov_23.397546	22631	609871	26.95	0	66
NODE_2863_length_22428_cov_26.697314	22428	675356	30.11	0	53
NODE_2904_length_22128_cov_24.879491	22128	645309	29.16	0	60
NODE_2910_length_22108_cov_26.773319	22108	686039	31.03	13	95
NODE_2967_length_21775_cov_25.559116	21775	626601	28.78	0	49
NODE_2972_length_21720_cov_26.306347	21720	652570	30.04	9	56
NODE_2978_length_21698_cov_27.111306	21698	656780	30.27	0	54
NODE_3072_length_21122_cov_24.657474	21122	609828	28.87	0	158
NODE_3091_length_20995_cov_24.774355	20995	601497	28.65	5	52
NODE_3166_length_20505_cov_26.186455	20505	610344	29.77	0	62
NODE_3178_length_20413_cov_28.136310	20413	642114	31.46	0	65
NODE_3292_length_19814_cov_25.900096	19814	598019	30.18	0	245
NODE_3428_length_19201_cov_26.459992	19201	578168	30.11	10	62
NODE_3442_length_19122_cov_24.200399	19122	530590	27.75	0	76
NODE_3586_length_18568_cov_25.601199	18568	533895	28.75	4	50
NODE_3592_length_18548_cov_26.769102	18548	562876	30.35	6	54
NODE_3613_length_18487_cov_25.568034	18487	559939	30.29	0	53
NODE_3626_length_18424_cov_24.850672	18424	526272	28.56	0	49
NODE_3713_length_18061_cov_27.196046	18061	587495	32.53	0	76
NODE_3729_length_18018_cov_25.524523	18018	533944	29.63	0	57
NODE_3757_length_17907_cov_26.953171	17907	564418	31.52	14	77
NODE_3792_length_17762_cov_26.484272	17762	526668	29.65	11	58
NODE_3915_length_17244_cov_25.324277	17244	492767	28.58	0	50
NODE_3971_length_17057_cov_24.077403	17057	472395	27.70	0	62
NODE_3978_length_17045_cov_24.753384	17045	484241	28.41	7	61
NODE_3984_length_17018_cov_25.105052	17018	540687	31.77	7	189
NODE_3998_length_16973_cov_27.500000	16973	518817	30.57	0	56
NODE_4020_length_16906_cov_27.388998	16906	521710	30.86	8	72
NODE_4155_length_16488_cov_26.684111	16488	530110	32.15	8	79
NODE_4179_length_16382_cov_25.501501	16382	474682	28.98	0	49
NODE_4270_length_16053_cov_29.343980	16053	525168	32.71	11	58
NODE_4321_length_15852_cov_26.469646	15852	491879	31.03	0	56
NODE_4380_length_15657_cov_26.377003	15657	467041	29.83	11	58
NODE_4387_length_15643_cov_25.287144	15643	446967	28.57	6	46
NODE_4510_length_15285_cov_24.549311	15285	433890	28.39	9	53
NODE_4515_length_15271_cov_29.697884	15271	492310	32.24	0	55
NODE_4621_length_15022_cov_26.001336	15022	461917	30.75	0	53
NODE_4676_length_14851_cov_23.772641	14851	405036	27.27	0	56
NODE_4695_length_14774_cov_25.969835	14774	437131	29.59	0	55
NODE_4749_length_14626_cov_26.476014	14626	444426	30.39	5	63
NODE_4864_length_14307_cov_24.410399	14307	409520	28.62	0	50
NODE_4890_length_14220_cov_24.531098	14220	391581	27.54	0	48
NODE_4892_length_14217_cov_25.823330	14217	427932	30.10	8	51
NODE_4932_length_14118_cov_25.020835	14118	407093	28.84	0	53
NODE_4978_length_14007_cov_24.922520	14007	397814	28.40	0	49
NODE_5003_length_13953_cov_26.015830	13953	419231	30.05	5	65
NODE_5041_length_13852_cov_25.643038	13852	425714	30.73	9	53
NODE_5065_length_13807_cov_25.658741	13807	393973	28.53	5	62
NODE_5077_length_13778_cov_22.463091	13778	374423	27.18	5	123
NODE_5093_length_13750_cov_30.435706	13750	459141	33.39	16	60
NODE_5167_length_13579_cov_27.891748	13579	412587	30.38	0	52
NODE_5273_length_13345_cov_26.931603	13345	410943	30.79	0	70
NODE_5278_length_13334_cov_28.149785	13334	406294	30.47	0	96
NODE_5309_length_13264_cov_27.643501	13264	426014	32.12	10	73
NODE_5402_length_13038_cov_26.747131	13038	398008	30.53	0	50
NODE_5489_length_12832_cov_24.983173	12832	375270	29.24	2	55
NODE_5540_length_12746_cov_27.949413	12746	397314	31.17	6	58
NODE_5572_length_12686_cov_25.656005	12686	376393	29.67	0	49
NODE_5731_length_12397_cov_27.200130	12397	373207	30.10	8	54
NODE_5842_length_12162_cov_25.230528	12162	354081	29.11	11	59
NODE_5874_length_12077_cov_25.137082	12077	348920	28.89	13	72
NODE_5939_length_11962_cov_27.873604	11962	420068	35.12	10	292
NODE_5957_length_11929_cov_25.260906	11929	357292	29.95	5	48
NODE_6208_length_11446_cov_25.443245	11446	333223	29.11	0	53
NODE_6218_length_11433_cov_25.426173	11433	340015	29.74	12	60
NODE_6314_length_11228_cov_25.759778	11228	318745	28.39	7	48
NODE_6315_length_11228_cov_24.465766	11228	317278	28.26	2	55
NODE_6346_length_11182_cov_27.938977	11182	340533	30.45	4	51
NODE_6398_length_11094_cov_25.586285	11094	319181	28.77	0	47
NODE_6409_length_11082_cov_26.408996	11082	338905	30.58	10	76
NODE_6469_length_10963_cov_24.330125	10963	317656	28.98	2	92
NODE_6544_length_10820_cov_28.113237	10820	329962	30.50	1	50
NODE_6545_length_10820_cov_25.055458	10820	304413	28.13	1	60
NODE_6637_length_10690_cov_26.024636	10690	317380	29.69	0	54
NODE_6784_length_10464_cov_24.106350	10464	292644	27.97	3	72
NODE_6923_length_10227_cov_27.443177	10227	305972	29.92	8	49
NODE_6983_length_10133_cov_28.693788	10133	334830	33.04	12	61
NODE_7008_length_10096_cov_26.833781	10096	302158	29.93	14	44
NODE_7055_length_10024_cov_26.226803	10024	297862	29.71	6	74
NODE_7098_length_9956_cov_23.749823	9956	280517	28.18	10	52
NODE_7109_length_9945_cov_24.844692	9945	291368	29.30	0	114
NODE_7119_length_9934_cov_29.219658	9934	321687	32.38	11	63
NODE_7154_length_9895_cov_22.655894	9895	259301	26.21	6	52
NODE_7305_length_9678_cov_22.914372	9678	260847	26.95	0	50
NODE_7373_length_9590_cov_27.040797	9590	277940	28.98	7	64
NODE_7386_length_9571_cov_26.728457	9571	292760	30.59	0	67
NODE_7398_length_9556_cov_27.367961	9556	292232	30.58	6	44
NODE_7477_length_9438_cov_26.185442	9438	276327	29.28	14	51
NODE_7518_length_9372_cov_24.929591	9372	270113	28.82	0	49
NODE_7527_length_9359_cov_27.371346	9359	283571	30.30	12	58
NODE_7636_length_9222_cov_29.276972	9222	305421	33.12	0	75
NODE_7658_length_9190_cov_26.004160	9190	271138	29.50	5	69
NODE_7794_length_9019_cov_27.880634	9019	274322	30.42	8	48
NODE_7805_length_9008_cov_26.909639	9008	270236	30.00	13	75
NODE_7884_length_8912_cov_27.447443	8912	268517	30.13	0	49
NODE_7936_length_8838_cov_25.296140	8838	272260	30.81	12	57
NODE_7979_length_8789_cov_24.825738	8789	252368	28.71	7	48
NODE_7987_length_8781_cov_25.681985	8781	248457	28.29	8	47
NODE_8028_length_8722_cov_25.819545	8722	254284	29.15	0	50
NODE_8068_length_8680_cov_24.879188	8680	242796	27.97	10	50
NODE_8105_length_8640_cov_27.488992	8640	253977	29.40	10	52
NODE_8159_length_8574_cov_25.904684	8574	253741	29.59	0	53
NODE_8286_length_8429_cov_29.139718	8429	277199	32.89	15	53
NODE_8288_length_8422_cov_17.183100	8422	164668	19.55	1	43
NODE_8306_length_8405_cov_24.397246	8405	240997	28.67	6	57
NODE_8368_length_8334_cov_27.962918	8334	252757	30.33	7	47
NODE_8468_length_8213_cov_26.518509	8213	242142	29.48	15	48
NODE_8513_length_8167_cov_23.809541	8167	233129	28.55	0	61
NODE_8614_length_8057_cov_32.506998	8057	315084	39.11	5	228
NODE_8637_length_8022_cov_18.797916	8022	170487	21.25	0	46
NODE_8692_length_7965_cov_29.355120	7965	259506	32.58	12	56
NODE_8750_length_7908_cov_28.256462	7908	248810	31.46	6	53
NODE_8801_length_7844_cov_26.855309	7844	237471	30.27	3	51
NODE_8817_length_7833_cov_23.685909	7833	217717	27.79	11	53
NODE_9138_length_7513_cov_27.717216	7513	443384	59.02	14	132
NODE_9155_length_7495_cov_24.569758	7495	215640	28.77	1	51
NODE_9315_length_7356_cov_23.765238	7356	211236	28.72	13	95
NODE_9340_length_7330_cov_26.071065	7330	223850	30.54	3	103
NODE_9369_length_7301_cov_26.482335	7301	214586	29.39	16	92
NODE_9384_length_7292_cov_27.382893	7292	229947	31.53	9	115
NODE_9400_length_7282_cov_23.266916	7282	199706	27.42	1	44
NODE_9424_length_7255_cov_169.739167	7255	1358532	187.25	89	291
NODE_9459_length_7223_cov_24.746373	7223	213284	29.53	11	82
NODE_9461_length_7222_cov_25.716897	7222	212446	29.42	2	48
NODE_9482_length_7200_cov_25.852764	7200	215136	29.88	12	46
NODE_9659_length_7048_cov_28.387816	7048	276776	39.27	8	93
NODE_9873_length_6880_cov_25.145201	6880	200647	29.16	13	42
NODE_9906_length_6851_cov_25.091230	6851	206721	30.17	0	49
NODE_9927_length_6835_cov_23.572271	6835	181463	26.55	4	63
NODE_10084_length_6714_cov_28.870851	6714	226656	33.76	18	50
NODE_10086_length_6713_cov_23.154551	6713	183931	27.40	12	51
NODE_10213_length_6626_cov_22.309238	6626	172881	26.09	9	57
NODE_10248_length_6592_cov_25.076182	6592	194422	29.49	15	150
NODE_10347_length_6523_cov_22.538497	6523	173899	26.66	2	50
NODE_10631_length_6348_cov_28.284284	6348	206006	32.45	15	153
NODE_10694_length_6298_cov_186.353836	6298	3488800	553.95	80	1399
NODE_10710_length_6285_cov_20.033066	6285	150448	23.94	0	154
NODE_10732_length_6266_cov_27.770729	6266	195601	31.22	0	49
NODE_10785_length_6232_cov_26.571637	6232	201413	32.32	0	61
NODE_10889_length_6150_cov_27.022149	6150	184033	29.92	6	58
NODE_10923_length_6124_cov_27.149942	6124	186527	30.46	13	44
NODE_11026_length_6055_cov_23.328000	6055	168786	27.88	4	60
NODE_11099_length_6011_cov_24.879113	6011	170576	28.38	8	55
NODE_11118_length_6002_cov_24.887506	6002	195945	32.65	2	471
NODE_11195_length_5954_cov_26.669435	5954	178131	29.92	0	50
NODE_11382_length_5831_cov_27.120152	5831	187741	32.20	0	127
NODE_11421_length_5804_cov_24.489824	5804	160118	27.59	10	49
NODE_11508_length_5756_cov_22.195755	5756	142144	24.69	1	43
NODE_11607_length_5694_cov_27.642667	5694	171486	30.12	0	47
NODE_11728_length_5626_cov_23.540298	5626	148530	26.40	7	51
NODE_11790_length_5588_cov_26.569131	5588	163501	29.26	8	41
NODE_11812_length_5580_cov_29.776109	5580	184707	33.10	12	48
NODE_11856_length_5557_cov_27.553072	5557	169519	30.51	5	54
NODE_12041_length_5459_cov_26.621762	5459	161165	29.52	8	50
NODE_12142_length_5408_cov_22.901364	5408	151949	28.10	9	50
NODE_12386_length_5275_cov_24.642720	5275	153017	29.01	7	45
NODE_12476_length_5228_cov_24.344288	5228	143675	27.48	13	47
NODE_12630_length_5163_cov_26.440681	5163	160612	31.11	5	57
NODE_12807_length_5093_cov_22.071854	5093	132811	26.08	0	71
NODE_12838_length_5080_cov_25.863284	5080	150807	29.69	14	46
NODE_12975_length_5018_cov_27.755591	5018	162401	32.36	14	53
NODE_13089_length_4967_cov_23.401262	4967	143739	28.94	7	49
NODE_13107_length_4959_cov_30.497961	4959	165152	33.30	8	52
NODE_13151_length_4940_cov_26.016991	4940	139907	28.32	6	45
NODE_13290_length_4887_cov_25.638659	4887	141967	29.05	14	48
NODE_13359_length_4861_cov_28.725759	4861	145357	29.90	10	46
NODE_13374_length_4852_cov_27.380655	4852	150572	31.03	11	56
