gene_id	name	product
JLPDODBL_00499	cysA	Sulfate/thiosulfate import ATP-binding protein CysA
JLPDODBL_00525	JLPDODBL_00525	O-acetyl-L-homoserine sulfhydrylase
JLPDODBL_00601	JLPDODBL_00601	6-deoxy-6-sulfo-D-gluconate dehydratase
JLPDODBL_00628	sseA_1	3-mercaptopyruvate sulfurtransferase
JLPDODBL_00702	ssuA	Putative aliphatic sulfonates-binding protein
JLPDODBL_00703	ssuC_1	Putative aliphatic sulfonates transport permease protein SsuC
JLPDODBL_00704	ssuB_1	Aliphatic sulfonates import ATP-binding protein SsuB
JLPDODBL_00720	safD_1	Sulfoacetaldehyde dehydrogenase
JLPDODBL_00758	tsaC1	4-formylbenzenesulfonate dehydrogenase TsaC1/TsaC2
JLPDODBL_00775	ssuC_2	Putative aliphatic sulfonates transport permease protein SsuC
JLPDODBL_00778	sir_1	Sulfite reductase [ferredoxin]
JLPDODBL_00912	tusA_2	Sulfur carrier protein TusA
JLPDODBL_00965	sfnG	FMNH(2)-dependent dimethylsulfone monooxygenase
JLPDODBL_00992	ssuC_3	Putative aliphatic sulfonates transport permease protein SsuC
JLPDODBL_00994	ssuC_4	Putative aliphatic sulfonates transport permease protein SsuC
JLPDODBL_01087	moeZ	putative adenylyltransferase/sulfurtransferase MoeZ
JLPDODBL_01088	cysK1	O-acetylserine sulfhydrylase
JLPDODBL_01155	czcA_1	Cobalt-zinc-cadmium resistance protein CzcA
JLPDODBL_01159	JLPDODBL_01159	putative zinc protease
JLPDODBL_01471	asrB	Anaerobic sulfite reductase subunit B
JLPDODBL_01487	fadF	putative iron-sulfur-binding oxidoreductase FadF
JLPDODBL_01497	JLPDODBL_01497	6-deoxy-6-sulfo-D-gluconate dehydratase
JLPDODBL_01585	JLPDODBL_01585	O-acetyl-L-homoserine sulfhydrylase
JLPDODBL_01663	ssuB_2	Aliphatic sulfonates import ATP-binding protein SsuB
JLPDODBL_01670	metZ	O-succinylhomoserine sulfhydrylase
JLPDODBL_01782	sseA_2	3-mercaptopyruvate sulfurtransferase
JLPDODBL_01817	ssuC_5	Putative aliphatic sulfonates transport permease protein SsuC
JLPDODBL_01818	ssuB_3	Aliphatic sulfonates import ATP-binding protein SsuB
JLPDODBL_01862	czcD	Cadmium%2C cobalt and zinc/H(+)-K(+) antiporter
JLPDODBL_01916	dddP	Dimethlysulfonioproprionate lyase DddP
JLPDODBL_01927	ssuD_1	Alkanesulfonate monooxygenase
JLPDODBL_02057	czcA_2	Cobalt-zinc-cadmium resistance protein CzcA
JLPDODBL_02175	copA_1	Copper-exporting P-type ATPase
JLPDODBL_02231	copA_2	Copper-exporting P-type ATPase
JLPDODBL_02259	ynfE	Putative dimethyl sulfoxide reductase chain YnfE
JLPDODBL_02281	ftsH	ATP-dependent zinc metalloprotease FtsH
JLPDODBL_02364	JLPDODBL_02364	2-dehydro-3%2C6-dideoxy-6-sulfogluconate aldolase
JLPDODBL_02409	JLPDODBL_02409	putative zinc protease
JLPDODBL_02417	safD_2	Sulfoacetaldehyde dehydrogenase
JLPDODBL_02540	ssuC_6	Putative aliphatic sulfonates transport permease protein SsuC
JLPDODBL_02541	ssuC_7	Putative aliphatic sulfonates transport permease protein SsuC
JLPDODBL_02759	mmcO	Multicopper oxidase MmcO
JLPDODBL_02765	czcA_3	Cobalt-zinc-cadmium resistance protein CzcA
JLPDODBL_02822	iro_1	Iron oxidase
JLPDODBL_02827	JLPDODBL_02827	Iron-sulfur cluster carrier protein
JLPDODBL_02909	czcA_4	Cobalt-zinc-cadmium resistance protein CzcA
JLPDODBL_02935	moaD	Molybdopterin synthase sulfur carrier subunit
JLPDODBL_03000	cycY	Thiol:disulfide interchange protein CycY
JLPDODBL_03021	sauT	putative sulfoacetate--CoA ligase
JLPDODBL_03054	msrP_1	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
JLPDODBL_03122	czcA_5	Cobalt-zinc-cadmium resistance protein CzcA
JLPDODBL_03156	yfeA	Periplasmic chelated iron-binding protein YfeA
JLPDODBL_03157	znuC_2	High-affinity zinc uptake system ATP-binding protein ZnuC
JLPDODBL_03158	znuB_2	High-affinity zinc uptake system membrane protein ZnuB
JLPDODBL_03170	ssuD_2	Alkanesulfonate monooxygenase
JLPDODBL_03197	resA_1	Thiol-disulfide oxidoreductase ResA
JLPDODBL_03233	sir_2	Sulfite reductase [ferredoxin]
JLPDODBL_03249	msrA	Peptide methionine sulfoxide reductase MsrA
JLPDODBL_03278	tsaM1	Toluene-4-sulfonate monooxygenase system iron-sulfur subunit TsaM1
JLPDODBL_03308	rip3	Putative zinc metalloprotease Rip3
JLPDODBL_03326	iro_2	Iron oxidase
JLPDODBL_03338	efeU	Ferrous iron permease EfeU
JLPDODBL_03379	cysD	Sulfate adenylyltransferase subunit 2
JLPDODBL_03452	iro_3	Iron oxidase
JLPDODBL_03470	JLPDODBL_03470	6-deoxy-6-sulfogluconolactonase
JLPDODBL_03548	msrP_2	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
JLPDODBL_03630	petA_2	Ubiquinol-cytochrome c reductase iron-sulfur subunit
JLPDODBL_03691	fieF	Ferrous-iron efflux pump FieF
JLPDODBL_03721	dsbD	Thiol:disulfide interchange protein DsbD
JLPDODBL_03847	iscA	Iron-binding protein IscA
JLPDODBL_03848	iscS_1	Cysteine desulfurase IscS
JLPDODBL_03849	iscS_2	Cysteine desulfurase IscS
JLPDODBL_03890	sufS	Cysteine desulfurase
JLPDODBL_03891	sufU	Zinc-dependent sulfurtransferase SufU
JLPDODBL_03950	glpE	Thiosulfate sulfurtransferase GlpE
JLPDODBL_04139	fdhD	Sulfur carrier protein FdhD
JLPDODBL_04173	JLPDODBL_04173	O-acetyl-L-homoserine sulfhydrylase
JLPDODBL_04310	czcA_6	Cobalt-zinc-cadmium resistance protein CzcA
JLPDODBL_04354	cysH	Phosphoadenosine phosphosulfate reductase
JLPDODBL_04360	suyB	(2R)-sulfolactate sulfo-lyase subunit beta
JLPDODBL_04404	JLPDODBL_04404	Sulfide-quinone reductase
JLPDODBL_04463	efeO	Iron uptake system component EfeO
JLPDODBL_04667	JLPDODBL_04667	4-sulfomuconolactone hydrolase
JLPDODBL_04730	pitA	L-methionine sulfoximine/L-methionine sulfone acetyltransferase
JLPDODBL_04799	dsbB	Disulfide bond formation protein B
JLPDODBL_04822	ftsH4_2	ATP-dependent zinc metalloprotease FtsH 4
JLPDODBL_04863	resA_2	Thiol-disulfide oxidoreductase ResA
DIDJEFID_00012	tsaM1_1	Toluene-4-sulfonate monooxygenase system iron-sulfur subunit TsaM1
DIDJEFID_00052	msuD	Methanesulfonate monooxygenase
DIDJEFID_00154	ftsH_1	ATP-dependent zinc metalloprotease FtsH
DIDJEFID_00197	msrB	Peptide methionine sulfoxide reductase MsrB
DIDJEFID_00265	yedY1	Putative protein-methionine-sulfoxide reductase subunit YedZ1
DIDJEFID_00549	resA_1	Thiol-disulfide oxidoreductase ResA
DIDJEFID_00555	pcoC_1	Copper resistance protein C
DIDJEFID_00556	copD_1	Copper resistance protein D
DIDJEFID_00586	xsc	Sulfoacetaldehyde acetyltransferase
DIDJEFID_00705	atsA	Arylsulfatase
DIDJEFID_00740	egtE_1	hercynylcysteine sulfoxide lyase
DIDJEFID_00743	resA_2	Thiol-disulfide oxidoreductase ResA
DIDJEFID_00772	fdhD	Sulfur carrier protein FdhD
DIDJEFID_00841	DIDJEFID_00841	6-deoxy-6-sulfogluconolactonase
DIDJEFID_00877	zitB	Zinc transporter ZitB
DIDJEFID_00889	sfnG	FMNH(2)-dependent dimethylsulfone monooxygenase
DIDJEFID_00895	DIDJEFID_00895	2-dehydro-3%2C6-dideoxy-6-sulfogluconate aldolase
DIDJEFID_00933	atsK	Alpha-ketoglutarate-dependent sulfate ester dioxygenase
DIDJEFID_01039	msrC	Free methionine-R-sulfoxide reductase
DIDJEFID_01104	ttuC	Sulfur carrier protein adenylyltransferase
DIDJEFID_01109	msrA	Peptide methionine sulfoxide reductase MsrA
DIDJEFID_01131	petA	Ubiquinol-cytochrome c reductase iron-sulfur subunit
DIDJEFID_01241	moaD	Molybdopterin synthase sulfur carrier subunit
DIDJEFID_01251	zur	Zinc uptake regulation protein
DIDJEFID_01267	sufS	Cysteine desulfurase
DIDJEFID_01278	sufE	Cysteine desulfuration protein SufE
DIDJEFID_01452	dsbD	Thiol:disulfide interchange protein DsbD
DIDJEFID_01538	czcA_1	Cobalt-zinc-cadmium resistance protein CzcA
DIDJEFID_01540	czcC	Cobalt-zinc-cadmium resistance protein CzcC
DIDJEFID_01542	czcD	Cadmium%2C cobalt and zinc/H(+)-K(+) antiporter
DIDJEFID_01633	ftsH_2	ATP-dependent zinc metalloprotease FtsH
DIDJEFID_01637	tsaM1_2	Toluene-4-sulfonate monooxygenase system iron-sulfur subunit TsaM1
DIDJEFID_01799	czcA_2	Cobalt-zinc-cadmium resistance protein CzcA
DIDJEFID_02098	erpA	Iron-sulfur cluster insertion protein ErpA
DIDJEFID_02244	DIDJEFID_02244	Iron-sulfur cluster carrier protein
DIDJEFID_02252	egtE_2	hercynylcysteine sulfoxide lyase
DIDJEFID_02386	iscS_1	Cysteine desulfurase IscS
DIDJEFID_02387	iscS_2	Cysteine desulfurase IscS
DIDJEFID_02454	copA_1	Copper resistance protein A
DIDJEFID_02455	egtE_3	hercynylcysteine sulfoxide lyase
DIDJEFID_02459	pcoC_2	Copper resistance protein C
DIDJEFID_02460	copD_2	Copper resistance protein D
DIDJEFID_02473	czcA_3	Cobalt-zinc-cadmium resistance protein CzcA
DIDJEFID_02505	sdhB	Succinate dehydrogenase iron-sulfur subunit
DIDJEFID_02527	ftsH_3	ATP-dependent zinc metalloprotease FtsH
DIDJEFID_02542	cysD	Sulfate adenylyltransferase subunit 2
DIDJEFID_02555	yghU	Disulfide-bond oxidoreductase YghU
DIDJEFID_02735	paoA	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
DIDJEFID_02750	dsbB	Disulfide bond formation protein B
DIDJEFID_02756	iscA	Iron-binding protein IscA
DIDJEFID_02921	msrA2	Peptide methionine sulfoxide reductase MsrA 2
DIDJEFID_02939	sseA	3-mercaptopyruvate sulfurtransferase
DIDJEFID_03200	resA_3	Thiol-disulfide oxidoreductase ResA
DIDJEFID_03263	sir	Sulfite reductase [ferredoxin]
DIDJEFID_03266	cysH	Phosphoadenosine phosphosulfate reductase
DIDJEFID_03300	metZ	O-succinylhomoserine sulfhydrylase
DIDJEFID_03367	copB	Copper resistance protein B
DIDJEFID_03368	copA_2	Copper resistance protein A
DIKDJBLP_00081	soeC	Sulfite dehydrogenase subunit C
DIKDJBLP_00082	soeB	Sulfite dehydrogenase subunit B
DIKDJBLP_00083	soeA	Sulfite dehydrogenase subunit A
DIKDJBLP_00124	erpA_1	Iron-sulfur cluster insertion protein ErpA
DIKDJBLP_00184	comB	putative 2-phosphosulfolactate phosphatase
DIKDJBLP_00185	yitD	Phosphosulfolactate synthase
DIKDJBLP_00189	cysW	Sulfate transport system permease protein CysW
DIKDJBLP_00195	resA_1	Thiol-disulfide oxidoreductase ResA
DIKDJBLP_00278	petC	Cytochrome b6-f complex iron-sulfur subunit
DIKDJBLP_00347	efeU	Ferrous iron permease EfeU
DIKDJBLP_00366	yedY1	Putative protein-methionine-sulfoxide reductase subunit YedZ1
DIKDJBLP_00580	sufU	Zinc-dependent sulfurtransferase SufU
DIKDJBLP_00581	sufS	Cysteine desulfurase SufS
DIKDJBLP_00669	ssuB_1	Aliphatic sulfonates import ATP-binding protein SsuB
DIKDJBLP_00670	ssuC_1	Putative aliphatic sulfonates transport permease protein SsuC
DIKDJBLP_00683	sat	Sulfate adenylyltransferase
DIKDJBLP_00684	cysC	putative adenylyl-sulfate kinase
DIKDJBLP_00706	ssuB_2	Aliphatic sulfonates import ATP-binding protein SsuB
DIKDJBLP_00722	ssuC_2	Putative aliphatic sulfonates transport permease protein SsuC
DIKDJBLP_00776	ssuB_3	Aliphatic sulfonates import ATP-binding protein SsuB
DIKDJBLP_00795	ssuC_3	Putative aliphatic sulfonates transport permease protein SsuC
DIKDJBLP_00797	ssuB_4	Aliphatic sulfonates import ATP-binding protein SsuB
DIKDJBLP_00836	glpE_1	Thiosulfate sulfurtransferase GlpE
DIKDJBLP_00883	sseB	Putative thiosulfate sulfurtransferase SseB
DIKDJBLP_01006	cdr	Coenzyme A disulfide reductase
DIKDJBLP_01055	sqr	Sulfide-quinone reductase
DIKDJBLP_01072	maoII	Copper methylamine oxidase
DIKDJBLP_01144	DIKDJBLP_01144	Sulfurtransferase
DIKDJBLP_01199	glpE_2	Thiosulfate sulfurtransferase GlpE
DIKDJBLP_01216	glpE_3	Thiosulfate sulfurtransferase GlpE
DIKDJBLP_01249	ftsH_1	ATP-dependent zinc metalloprotease FtsH
DIKDJBLP_01278	DIKDJBLP_01278	putative zinc protease
DIKDJBLP_01283	ftsH_2	ATP-dependent zinc metalloprotease FtsH
DIKDJBLP_01326	ftsH_3	ATP-dependent zinc metalloprotease FtsH
DIKDJBLP_01408	ftsH_4	ATP-dependent zinc metalloprotease FtsH
DIKDJBLP_01499	fadF_1	putative iron-sulfur-binding oxidoreductase FadF
DIKDJBLP_01501	dsrE2_1	Sulfur carrier protein DsrE2
DIKDJBLP_01506	fadF_2	putative iron-sulfur-binding oxidoreductase FadF
DIKDJBLP_01510	tusA_1	Sulfur carrier protein TusA
DIKDJBLP_01635	glpE_4	Thiosulfate sulfurtransferase GlpE
DIKDJBLP_01667	DIKDJBLP_01667	Iron-sulfur cluster carrier protein
DIKDJBLP_01677	mrp	Iron-sulfur cluster carrier protein
DIKDJBLP_01683	czcD	Cadmium%2C cobalt and zinc/H(+)-K(+) antiporter
DIKDJBLP_01697	fdhD	Sulfur carrier protein FdhD
DIKDJBLP_01704	msrA	Peptide methionine sulfoxide reductase MsrA
DIKDJBLP_01876	msrP	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
DIKDJBLP_01974	erpA_2	Iron-sulfur cluster insertion protein ErpA
DIKDJBLP_02032	glpE_5	Thiosulfate sulfurtransferase GlpE
DIKDJBLP_02209	cysK1	O-acetylserine sulfhydrylase
DIKDJBLP_02242	dsbD	Thiol:disulfide interchange protein DsbD
DIKDJBLP_02244	resA_2	Thiol-disulfide oxidoreductase ResA
DIKDJBLP_02246	copA_1	Copper-exporting P-type ATPase
DIKDJBLP_02274	resA_3	Thiol-disulfide oxidoreductase ResA
DIKDJBLP_02280	DIKDJBLP_02280	Zinc-type alcohol dehydrogenase-like protein
DIKDJBLP_02303	copA_2	Copper-exporting P-type ATPase
DIKDJBLP_02314	slcC	(S)-sulfolactate dehydrogenase
DIKDJBLP_02320	dsrE2_2	Sulfur carrier protein DsrE2
DIKDJBLP_02321	tusA_2	Sulfur carrier protein TusA
DIKDJBLP_02323	tsdA	Thiosulfate dehydrogenase
DIKDJBLP_02355	copZ	Copper chaperone CopZ
DIKDJBLP_02437	resA_4	Thiol-disulfide oxidoreductase ResA
DIKDJBLP_02441	pacS	putative copper-transporting ATPase PacS
DIKDJBLP_02556	pitA	L-methionine sulfoximine/L-methionine sulfone acetyltransferase
FPCJCIAB_00082	mco	Multicopper oxidase mco
FPCJCIAB_00224	znuB_1	High-affinity zinc uptake system membrane protein ZnuB
FPCJCIAB_00225	znuC_1	Zinc import ATP-binding protein ZnuC
FPCJCIAB_00226	znuA_1	High-affinity zinc uptake system protein ZnuA
FPCJCIAB_00230	dsbA_1	Thiol:disulfide interchange protein DsbA
FPCJCIAB_00274	FPCJCIAB_00274	putative binding protein component of ABC iron transporter
FPCJCIAB_00333	ftsH_1	ATP-dependent zinc metalloprotease FtsH
FPCJCIAB_00384	dsbA_2	Thiol:disulfide interchange protein DsbA
FPCJCIAB_00421	czcA_1	Cobalt-zinc-cadmium resistance protein CzcA
FPCJCIAB_00454	cyaY	Iron-sulfur cluster assembly protein CyaY
FPCJCIAB_00462	resA_1	Thiol-disulfide oxidoreductase ResA
FPCJCIAB_00482	dsbB	Disulfide bond formation protein B
FPCJCIAB_00519	thiI	tRNA sulfurtransferase
FPCJCIAB_00542	cysC_1	putative adenylyl-sulfate kinase
FPCJCIAB_00552	cysC_2	Adenylyl-sulfate kinase
FPCJCIAB_00614	atsA_1	Arylsulfatase
FPCJCIAB_00696	sseA	3-mercaptopyruvate sulfurtransferase
FPCJCIAB_00721	ziaA	Zinc-transporting ATPase
FPCJCIAB_00722	czcA_2	Cobalt-zinc-cadmium resistance protein CzcA
FPCJCIAB_00724	czcC_1	Cobalt-zinc-cadmium resistance protein CzcC
FPCJCIAB_00735	copA_1	Copper resistance protein A
FPCJCIAB_00747	copA_2	Copper resistance protein A
FPCJCIAB_00807	cysJ	Sulfite reductase [NADPH] flavoprotein alpha-component
FPCJCIAB_00907	ttcA	tRNA-cytidine(32) 2-sulfurtransferase
FPCJCIAB_00909	tusA_1	Sulfur carrier protein TusA
FPCJCIAB_00912	msrB	Peptide methionine sulfoxide reductase MsrB
FPCJCIAB_00932	sir	Sulfite reductase [ferredoxin]
FPCJCIAB_00991	copB_1	Copper-exporting P-type ATPase B
FPCJCIAB_00994	copZ	Copper chaperone CopZ
FPCJCIAB_01012	copA_3	Copper-exporting P-type ATPase
FPCJCIAB_01013	copA_4	putative copper-importing P-type ATPase A
FPCJCIAB_01020	copA_5	Copper resistance protein A
FPCJCIAB_01154	msrP	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
FPCJCIAB_01272	czcA_3	Cobalt-zinc-cadmium resistance protein CzcA
FPCJCIAB_01311	yfcG	Disulfide-bond oxidoreductase YfcG
FPCJCIAB_01317	ricR	Copper-sensing transcriptional repressor RicR
FPCJCIAB_01318	copA_6	Copper resistance protein A
FPCJCIAB_01319	copB_2	Copper resistance protein B
FPCJCIAB_01333	znuB_2	High-affinity zinc uptake system membrane protein ZnuB
FPCJCIAB_01334	znuC_2	Zinc import ATP-binding protein ZnuC
FPCJCIAB_01335	znuA_2	High-affinity zinc uptake system binding-protein ZnuA
FPCJCIAB_01343	czcA_4	Cobalt-zinc-cadmium resistance protein CzcA
FPCJCIAB_01345	czcC_2	Cobalt-zinc-cadmium resistance protein CzcC
FPCJCIAB_01438	sseB	Putative thiosulfate sulfurtransferase SseB
FPCJCIAB_01547	sauT	putative sulfoacetate--CoA ligase
FPCJCIAB_01564	moaD	Molybdopterin synthase sulfur carrier subunit
FPCJCIAB_01700	resA_2	Thiol-disulfide oxidoreductase ResA
FPCJCIAB_01762	apbC	Iron-sulfur cluster carrier protein
FPCJCIAB_01791	cysD	Sulfate adenylyltransferase subunit 2
FPCJCIAB_01796	petA	Ubiquinol-cytochrome c reductase iron-sulfur subunit
FPCJCIAB_01916	dcyD	D-cysteine desulfhydrase
FPCJCIAB_01934	tusA_2	Sulfur carrier protein TusA
FPCJCIAB_01970	ftsH_2	ATP-dependent zinc metalloprotease FtsH
FPCJCIAB_01993	FPCJCIAB_01993	putative sulfate transporter
FPCJCIAB_02014	dsbD_1	Thiol:disulfide interchange protein DsbD
FPCJCIAB_02055	ftsH4	ATP-dependent zinc metalloprotease FtsH 4
FPCJCIAB_02235	iscS	Cysteine desulfurase IscS
FPCJCIAB_02308	dsbC	Thiol:disulfide interchange protein DsbC
FPCJCIAB_02317	fdhD	Sulfur carrier protein FdhD
FPCJCIAB_02338	dsbE	Thiol:disulfide interchange protein DsbE
FPCJCIAB_02503	rhdA	Thiosulfate sulfurtransferase
FPCJCIAB_02518	pcoC	Copper resistance protein C
FPCJCIAB_02548	yghU	Disulfide-bond oxidoreductase YghU
FPCJCIAB_02637	dsbD_2	Thiol:disulfide interchange protein DsbD
FPCJCIAB_02651	erpA	Iron-sulfur cluster insertion protein ErpA
FPCJCIAB_02824	sdhB	Succinate dehydrogenase iron-sulfur subunit
FPCJCIAB_02834	cysH	Phosphoadenosine phosphosulfate reductase
FPCJCIAB_02943	iscU	Iron-sulfur cluster assembly scaffold protein IscU
FPCJCIAB_02944	iscA	Iron-binding protein IscA
FPCJCIAB_03045	glpE	Thiosulfate sulfurtransferase GlpE
FPCJCIAB_03099	dsrE	Putative sulfurtransferase DsrE
FPCJCIAB_03100	dsrF	Intracellular sulfur oxidation protein DsrF
FPCJCIAB_03102	tusE	Sulfurtransferase TusE
FPCJCIAB_03109	msrA	Peptide methionine sulfoxide reductase MsrA
FPCJCIAB_03225	FPCJCIAB_03225	4-sulfomuconolactone hydrolase
FPCJCIAB_03259	ftsH_3	ATP-dependent zinc metalloprotease FtsH
FPCJCIAB_03324	atsA_2	Arylsulfatase
FPCJCIAB_03350	atsA_3	Arylsulfatase
FPCJCIAB_03359	sbp	Sulfate-binding protein
FPCJCIAB_03361	cysT	Sulfate transport system permease protein CysT
FPCJCIAB_03362	cysW	Sulfate transport system permease protein CysW
FPCJCIAB_03363	cysA	Sulfate/thiosulfate import ATP-binding protein CysA
FPCJCIAB_03407	tsaC1	4-formylbenzenesulfonate dehydrogenase TsaC1/TsaC2
GKJKGLOI_00011	hsaC	Iron-dependent extradiol dioxygenase
GKJKGLOI_00145	zur	Zinc uptake regulation protein
GKJKGLOI_00261	ssuC_1	Putative aliphatic sulfonates transport permease protein SsuC
GKJKGLOI_00262	ssuC_2	Putative aliphatic sulfonates transport permease protein SsuC
GKJKGLOI_00293	GKJKGLOI_00293	Putative thiosulfate sulfurtransferase
GKJKGLOI_00439	GKJKGLOI_00439	6-deoxy-6-sulfo-D-gluconate dehydratase
GKJKGLOI_00501	ftsH_1	ATP-dependent zinc metalloprotease FtsH
GKJKGLOI_00512	bdbD	Disulfide bond formation protein D
GKJKGLOI_00513	copA_1	Copper-exporting P-type ATPase
GKJKGLOI_00514	resA_1	Thiol-disulfide oxidoreductase ResA
GKJKGLOI_00529	mmcO_1	Multicopper oxidase MmcO
GKJKGLOI_00532	ricR_1	Copper-sensing transcriptional repressor RicR
GKJKGLOI_00591	cysH	putative phosphoadenosine phosphosulfate reductase
GKJKGLOI_00603	dsvC	Sulfite reductase%2C dissimilatory-type subunit gamma
GKJKGLOI_00604	GKJKGLOI_00604	Sulfide-quinone reductase
GKJKGLOI_00605	rip3_1	Putative zinc metalloprotease Rip3
GKJKGLOI_00907	ftsH_2	ATP-dependent zinc metalloprotease FtsH
GKJKGLOI_00931	rclA	putative pyridine nucleotide-disulfide oxidoreductase RclA
GKJKGLOI_01027	ssuD_1	Alkanesulfonate monooxygenase
GKJKGLOI_01133	sir	Sulfite reductase [ferredoxin]
GKJKGLOI_01165	soxR	Redox-sensitive transcriptional activator SoxR
GKJKGLOI_01183	suyB	(2R)-sulfolactate sulfo-lyase subunit beta
GKJKGLOI_01186	ssuC_3	Putative aliphatic sulfonates transport permease protein SsuC
GKJKGLOI_01191	slcC	(S)-sulfolactate dehydrogenase
GKJKGLOI_01199	tusA_1	Sulfur carrier protein TusA
GKJKGLOI_01502	dddP_1	Dimethlysulfonioproprionate lyase DddP
GKJKGLOI_01554	iscS	IscS-like cysteine desulfurase
GKJKGLOI_01667	msrP_1	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
GKJKGLOI_01669	thiI	putative tRNA sulfurtransferase
GKJKGLOI_01745	ftsH_3	ATP-dependent zinc metalloprotease FtsH
GKJKGLOI_01770	ttuD	Sulfur carrier protein TtuD
GKJKGLOI_01773	ssuC_4	Putative aliphatic sulfonates transport permease protein SsuC
GKJKGLOI_01807	ssuD_2	Alkanesulfonate monooxygenase
GKJKGLOI_01811	ssuC_5	Putative aliphatic sulfonates transport permease protein SsuC
GKJKGLOI_01832	czcD_2	Cadmium%2C cobalt and zinc/H(+)-K(+) antiporter
GKJKGLOI_01838	cysA_1	Sulfate/thiosulfate import ATP-binding protein CysA
GKJKGLOI_01895	ctpA_1	Copper-exporting P-type ATPase
GKJKGLOI_01897	resA_2	Thiol-disulfide oxidoreductase ResA
GKJKGLOI_01931	ssuC_6	Putative aliphatic sulfonates transport permease protein SsuC
GKJKGLOI_02012	ssuD_3	Alkanesulfonate monooxygenase
GKJKGLOI_02085	zupT	Zinc transporter ZupT
GKJKGLOI_02215	ideR	Iron-dependent repressor IdeR
GKJKGLOI_02252	copA_2	Copper-exporting P-type ATPase
GKJKGLOI_02253	resA_3	Thiol-disulfide oxidoreductase ResA
GKJKGLOI_02260	mmcO_2	Multicopper oxidase MmcO
GKJKGLOI_02262	ricR_2	Copper-sensing transcriptional repressor RicR
GKJKGLOI_02270	dddP_2	Dimethlysulfonioproprionate lyase DddP
GKJKGLOI_02276	resA_4	Thiol-disulfide oxidoreductase ResA
GKJKGLOI_02301	egtC	Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase
GKJKGLOI_02324	chuR	Anaerobic sulfatase-maturating enzyme
GKJKGLOI_02336	msrA	Peptide methionine sulfoxide reductase MsrA
GKJKGLOI_02408	sqr_1	Sulfide-quinone reductase
GKJKGLOI_02442	yjmD	putative zinc-type alcohol dehydrogenase-like protein YjmD
GKJKGLOI_02550	sbp	Sulfate-binding protein
GKJKGLOI_02642	resA_5	Thiol-disulfide oxidoreductase ResA
GKJKGLOI_02647	fadF_1	putative iron-sulfur-binding oxidoreductase FadF
GKJKGLOI_02652	dsrE2_1	Sulfur carrier protein DsrE2
GKJKGLOI_02659	ricR_3	Copper-sensing transcriptional repressor RicR
GKJKGLOI_02707	sufU	Zinc-dependent sulfurtransferase SufU
GKJKGLOI_02708	csd	putative cysteine desulfurase
GKJKGLOI_02748	asrB	Anaerobic sulfite reductase subunit B
GKJKGLOI_02778	tsaC1	4-formylbenzenesulfonate dehydrogenase TsaC1/TsaC2
GKJKGLOI_02786	fdhD	Sulfur carrier protein FdhD
GKJKGLOI_02822	resA_6	Thiol-disulfide oxidoreductase ResA
GKJKGLOI_02893	cysO_1	Sulfur carrier protein CysO
GKJKGLOI_02983	cysM	O-phosphoserine sulfhydrylase
GKJKGLOI_02984	cysO_2	Sulfur carrier protein CysO
GKJKGLOI_03045	cysK1	O-acetylserine sulfhydrylase
GKJKGLOI_03318	tusA_2	Sulfur carrier protein TusA
GKJKGLOI_03477	GKJKGLOI_03477	6-deoxy-6-sulfogluconolactonase
GKJKGLOI_03562	cysD	Sulfate adenylyltransferase subunit 2
GKJKGLOI_03768	fdnH	Formate dehydrogenase%2C nitrate-inducible%2C iron-sulfur subunit
GKJKGLOI_03774	ssuC_7	Putative aliphatic sulfonates transport permease protein SsuC
GKJKGLOI_03775	ssuC_8	Putative aliphatic sulfonates transport permease protein SsuC
GKJKGLOI_04125	ctpA_2	Copper-exporting P-type ATPase
GKJKGLOI_04127	resA_7	Thiol-disulfide oxidoreductase ResA
GKJKGLOI_04257	sqr_2	Sulfide-quinone reductase
GKJKGLOI_04316	cysA_2	Sulfate/thiosulfate import ATP-binding protein CysA
GKJKGLOI_04703	GKJKGLOI_04703	Sulfurtransferase
