rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NODE_36816_length_1812_cov_27.346044	1	1812	529	1812	100	40.787	35.7	59.5
NODE_36895_length_1809_cov_3.866591	1	1809	18	1491	82.4212	1.49254	36.5	41.2
NODE_36976_length_1805_cov_22.849143	1	1805	4253	1805	100	309.565	36	27.4
NODE_37064_length_1802_cov_2.946766	1	1802	48	1802	100	3.82075	35.8	58.6
NODE_37140_length_1798_cov_5.205393	1	1798	350	1788	99.4438	17.0628	36.1	21.4
NODE_37163_length_1797_cov_12.393226	1	1797	763	1797	100	31.5687	35.9	29.6
NODE_37554_length_1781_cov_4.612978	1	1781	85	1781	100	6.82145	35.2	58.9
NODE_37719_length_1774_cov_3.079697	1	1774	418	1774	100	23.5271	35.7	20.1
NODE_37729_length_1773_cov_14.286380	1	1773	281	1773	100	21.5003	35.9	51.9
NODE_37803_length_1770_cov_18.957434	1	1770	9044	1770	100	560.218	36	51.1
NODE_37808_length_1770_cov_7.709038	1	1770	835	1770	100	46.7006	35.9	36
NODE_37919_length_1766_cov_5.744009	1	1766	290	1766	100	17.9853	36.1	38.8
NODE_38435_length_1745_cov_6.075740	1	1745	552	1745	100	33.7278	35.7	40.1
NODE_38720_length_1734_cov_2.867183	1	1734	40	1734	100	3.14072	35.6	55.9
NODE_39051_length_1720_cov_10.909309	1	1720	288	1720	100	24.0407	35.9	57.1
NODE_39384_length_1708_cov_3.014519	1	1708	47	1708	100	3.96136	35.3	59.3
NODE_39422_length_1706_cov_3.951545	1	1706	322	1706	100	16.9256	36.1	42.7
NODE_39713_length_1695_cov_12.802439	1	1695	249	1695	100	17.3546	35.4	50.5
NODE_39826_length_1690_cov_12.855657	1	1690	940	1690	100	33.7373	35.8	44.8
NODE_40072_length_1681_cov_16.440959	1	1681	3021	1666	99.1077	206.902	35.9	55.5
NODE_40234_length_1676_cov_3.537323	1	1676	105	1666	99.4033	4.63544	36.2	38.1
NODE_40243_length_1676_cov_2.838988	1	1676	44	1676	100	3.26909	36.2	48
NODE_40495_length_1665_cov_13.224845	1	1665	192	1665	100	13.9616	35.8	55.7
NODE_40681_length_1658_cov_11.760449	1	1658	162	1658	100	13.8082	35.3	57.8
NODE_41688_length_1624_cov_2.794774	1	1624	42	1624	100	3.84852	36.1	60
NODE_41789_length_1620_cov_3.145687	1	1620	55	1527	94.2593	4.87469	35.8	47.9
NODE_42049_length_1610_cov_3.938907	1	1610	55	1610	100	5.08137	36.4	60
NODE_42162_length_1606_cov_37.742747	1	1606	3590	1606	100	241.508	35.9	47.2
NODE_42329_length_1601_cov_11.668823	1	1601	186	1601	100	15.9769	35.8	54.6
NODE_42413_length_1599_cov_2.328368	1	1599	38	1599	100	3.34334	35.3	60
NODE_42955_length_1579_cov_10.682415	1	1579	249	1579	100	19.164	35.8	40.1
NODE_43168_length_1572_cov_5.842452	1	1572	92	1572	100	8.1215	35.5	59.6
NODE_43798_length_1553_cov_3.954606	1	1553	65	1553	100	5.45782	36.1	55.6
NODE_44178_length_1541_cov_20.851279	1	1541	977	1541	100	67.8579	35.8	36.5
NODE_44406_length_1534_cov_12.084517	1	1534	166	1534	100	14.3129	35.7	54.9
NODE_44532_length_1530_cov_12.741695	1	1530	213	1530	100	18.0327	35.6	51
NODE_44713_length_1525_cov_4.653061	1	1525	73	1525	100	6.46689	35.8	56.2
NODE_44821_length_1522_cov_10.201091	1	1522	1109	1522	100	64.3009	35.9	51.3
NODE_45052_length_1516_cov_4.064339	1	1516	82	1516	100	7.06398	36.1	58.7
NODE_45137_length_1514_cov_3.103496	1	1514	44	1514	100	4.03369	35.6	58.2
NODE_45184_length_1512_cov_5.752917	1	1512	158	1512	100	11.6515	35.6	52.9
NODE_45239_length_1510_cov_5.685223	1	1510	174	1503	99.5364	14.2073	36.1	18.5
NODE_45445_length_1504_cov_4.758454	1	1504	106	1504	100	7.80319	36.2	39.3
NODE_45689_length_1497_cov_4.561720	1	1497	224	1497	100	15.0668	35.8	52.9
NODE_46262_length_1481_cov_19.723703	1	1481	10903	1481	100	898.462	35.9	56.5
NODE_46471_length_1476_cov_4.475018	1	1476	68	1460	98.916	5.92344	35.6	59.1
NODE_46815_length_1466_cov_13.447201	1	1466	133	1466	100	13.1453	36	57.9
NODE_46849_length_1465_cov_11.841844	1	1465	399	1465	100	22.3857	35.9	33.7
NODE_47516_length_1445_cov_6.570504	1	1445	70	1445	100	7.20692	35.8	49.2
NODE_48333_length_1423_cov_3.070906	1	1423	33	1423	100	3.47857	35.4	60
NODE_48766_length_1411_cov_13.159292	1	1411	1178	1411	100	68.8278	36	50.1
NODE_48983_length_1406_cov_5.684678	1	1406	1053	1406	100	90.6465	36	30.9
NODE_49391_length_1395_cov_12.382836	1	1395	803	1395	100	66.8509	35.9	45.1
NODE_49464_length_1394_cov_2.679612	1	1394	33	1394	100	3.1076	36.3	57.6
NODE_49624_length_1390_cov_13.522846	1	1390	463	1390	100	26.5763	35.9	57
NODE_49977_length_1382_cov_2.782216	1	1382	41	1372	99.2764	3.97612	35.8	53.4
NODE_49990_length_1382_cov_1.889977	1	1382	14	1076	77.8582	1.51954	34.6	26.8
NODE_50040_length_1380_cov_30.737358	1	1380	406	1380	100	38.2601	35.9	58.3
NODE_50194_length_1376_cov_11.379258	1	1376	372	1376	100	26.7602	35.7	41.4
NODE_50436_length_1370_cov_9.361217	1	1370	1052	1370	100	45.0365	36.1	58.7
NODE_50799_length_1361_cov_5.864472	1	1361	67	1361	100	6.66275	36	60
NODE_50807_length_1361_cov_4.362175	1	1361	79	1350	99.1918	7.01323	35.8	48.3
NODE_50880_length_1359_cov_4.068252	1	1359	24	1306	96.1001	2.63355	35.7	37.6
NODE_50901_length_1359_cov_2.279908	1	1359	39	1341	98.6755	3.50037	35.8	40.5
NODE_51882_length_1336_cov_3.177986	1	1336	148	1336	100	9.83009	36.1	43.4
NODE_52118_length_1330_cov_4.529412	1	1330	209	1330	100	16.1669	35.8	53.5
NODE_52380_length_1324_cov_4.016548	1	1324	69	1324	100	7.20166	36	58.8
NODE_52730_length_1316_cov_4.203807	1	1316	64	1316	100	6.10638	36.2	45
NODE_53776_length_1294_cov_8.312349	1	1294	152	1294	100	12.711	35.4	57.5
NODE_53822_length_1293_cov_3.719709	1	1293	245	1293	100	23.7316	36	49
NODE_54073_length_1287_cov_11.564123	1	1287	115	1287	100	12.728	35.9	57.6
NODE_54377_length_1281_cov_14.310767	1	1281	3072	1190	92.8962	313.418	35.9	44.2
NODE_54648_length_1275_cov_7.541803	1	1275	175	1275	100	15.12	36	53.6
NODE_55172_length_1265_cov_2.171901	1	1265	32	1265	100	3.62688	35.8	59.3
NODE_55321_length_1261_cov_7.998342	1	1261	5959	1261	100	452.54	35.9	50.4
NODE_55644_length_1254_cov_21.374479	1	1254	812	1254	100	48.4514	35.8	22.1
NODE_56031_length_1246_cov_20.112510	1	1246	1935	1246	100	179.005	36	56.9
NODE_56235_length_1242_cov_6.769166	1	1242	2487	1242	100	239.99	35.7	57.6
NODE_56447_length_1238_cov_15.914624	1	1238	5830	1238	100	660.481	36	59.8
NODE_57188_length_1224_cov_3.039350	1	1224	27	1224	100	3.29657	36.4	60
NODE_57257_length_1223_cov_2.779966	1	1223	18	1063	86.9174	1.53393	36.2	31.1
NODE_57778_length_1213_cov_4.623489	1	1213	478	1213	100	50.0016	36	25.7
NODE_58048_length_1208_cov_13.723330	1	1208	3362	1208	100	306.411	35.7	46.6
NODE_58366_length_1202_cov_6.401918	1	1202	748	1202	100	76.9226	35.9	31.9
NODE_58471_length_1200_cov_4.219214	1	1200	18	1193	99.4167	2.25	36.5	27.9
NODE_58794_length_1194_cov_4.669008	1	1194	1774	1194	100	137.875	36.1	49
NODE_59147_length_1188_cov_2.511915	1	1188	28	1151	96.8855	2.18013	36.2	0
NODE_59406_length_1183_cov_4.137411	1	1183	232	1183	100	15.9315	35.8	32.8
NODE_59607_length_1180_cov_2.496889	1	1180	16	997	84.4915	1.58559	36	17.1
NODE_59796_length_1176_cov_4.826048	1	1176	46	1176	100	5.3699	35.9	58.9
NODE_60004_length_1173_cov_2.703936	1	1173	49	1163	99.1475	2.92242	36.2	34.5
NODE_60094_length_1171_cov_14.157706	1	1171	3256	1171	100	352.764	36	59.1
NODE_60150_length_1170_cov_7.734529	1	1170	759	1170	100	81.5436	35.9	24.8
NODE_61433_length_1148_cov_2.690759	1	1148	27	1148	100	2.91289	35.7	52.9
NODE_61458_length_1147_cov_9.112637	1	1147	154	1147	100	18.1805	35.8	59.2
NODE_61707_length_1143_cov_6.307904	1	1143	917	1143	100	109.495	35.9	34.2
NODE_62017_length_1138_cov_5.445983	1	1138	232	1134	99.6485	13.8471	35.9	20.2
NODE_62060_length_1137_cov_26.236599	1	1137	891	1137	100	107.323	36	53.6
NODE_62438_length_1131_cov_3.357807	1	1131	42	1118	98.8506	4.46508	36.2	55.5
NODE_62582_length_1128_cov_22.147251	1	1128	191	1128	100	24.4468	35.5	58.9
NODE_62736_length_1126_cov_2.451914	1	1126	32	1122	99.6448	3.04529	34.8	49.5
NODE_62826_length_1124_cov_19.775491	1	1124	2103	1124	100	191.11	36	33.7
NODE_63152_length_1119_cov_6.264098	1	1119	386	1119	100	35.6738	35.8	31.5
NODE_63384_length_1116_cov_2.454288	1	1116	21	1116	100	2.81989	36.4	60
NODE_63400_length_1115_cov_16.966981	1	1115	271	1115	100	30.1543	35.7	58.2
NODE_63804_length_1108_cov_34.935423	1	1108	549	1108	100	57.2094	35.9	41.7
NODE_63822_length_1108_cov_3.992403	1	1108	9296	1108	100	712.709	36	53.2
NODE_64087_length_1104_cov_1.601525	1	1104	1877	1094	99.0942	201.957	36	47.1
NODE_64088_length_1103_cov_26.420802	1	1103	1444	1103	100	172.527	35.7	55
NODE_64518_length_1096_cov_22.668588	1	1096	180	1087	99.1788	21.3549	35.6	19.9
NODE_64579_length_1095_cov_28.776923	1	1095	300	1095	100	34.9507	35.3	53.5
NODE_64800_length_1092_cov_3.481196	1	1092	34	1092	100	4.55037	35.6	58.2
NODE_65313_length_1084_cov_2.899903	1	1084	16	960	88.5609	1.87085	36.4	6.06
NODE_65548_length_1080_cov_4.587317	1	1080	65	1080	100	7.53426	35.9	56.5
NODE_66151_length_1070_cov_18.187192	1	1070	259	1070	100	27.3393	35.7	59.2
NODE_66591_length_1064_cov_10.346878	1	1064	1638	1064	100	183.328	35.8	43.8
NODE_66969_length_1059_cov_5.786853	1	1059	64	1052	99.339	7.99528	35.6	56.2
NODE_67079_length_1058_cov_2.557328	1	1058	21	1048	99.0548	2.33648	36.2	55.3
NODE_67113_length_1057_cov_16.071856	1	1057	1163	1057	100	117.094	35.5	48.6
NODE_67824_length_1047_cov_21.885081	1	1047	1260	1047	100	156.093	35.7	36.1
NODE_68358_length_1040_cov_6.871066	1	1040	1658	1040	100	177.525	36.3	56.2
NODE_68421_length_1039_cov_22.927846	1	1039	211	1039	100	27.7238	36	59.6
NODE_68445_length_1039_cov_3.693089	1	1039	76	1039	100	10.1193	35.8	59.4
NODE_68527_length_1038_cov_3.707019	1	1038	33	1038	100	4.30154	36.3	59.5
NODE_68911_length_1033_cov_1.967280	1	1033	18	1023	99.0319	2.56534	36.1	56.7
NODE_69735_length_1021_cov_2003.357143	1	1021	9784	1021	100	1240.78	35.7	0
NODE_69798_length_1021_cov_2.144928	1	1021	21	1021	100	2.83937	35.9	56.1
NODE_69970_length_1018_cov_3.865005	1	1018	44	1018	100	6.07073	35.9	56.4
NODE_70077_length_1017_cov_2.939709	1	1017	331	1017	100	16.0492	36	22
NODE_70109_length_1017_cov_2.155925	1	1017	21	1017	100	3.00983	35.7	60
NODE_71309_length_1001_cov_3.082452	1	1001	50	1001	100	5.83616	35.8	56.1
NODE_2101_length_28957_cov_4.750951	1	28957	228	14552	50.2538	0.80547	35.3	44.9
NODE_2286_length_27045_cov_4.541941	1	27045	234	15469	57.1973	0.895027	35.3	37.4
NODE_2450_length_25658_cov_5.710737	1	25658	302	15641	60.9595	1.11365	35.6	43.2
NODE_2696_length_23956_cov_4.965692	1	23956	247	12272	51.2272	0.954291	35.9	39.2
NODE_2736_length_23726_cov_5.087702	1	23726	308	13182	55.5593	0.953258	35.5	34
NODE_2751_length_23655_cov_5.567669	1	23655	268	12098	51.1435	1.0356	35.7	33.6
NODE_2963_length_22344_cov_5.905649	1	22344	188	10707	47.9189	0.77824	35.7	40.2
NODE_3006_length_22108_cov_4.471274	1	22108	274	13899	62.8686	1.08965	35.4	38.7
NODE_3120_length_21432_cov_5.295551	1	21432	272	11524	53.7701	0.950635	35.4	38.3
NODE_3305_length_20579_cov_4.974128	1	20579	230	10566	51.3436	0.950629	34.9	35.2
NODE_3495_length_19501_cov_4.679420	1	19501	239	9550	48.9718	1.03743	35.1	33.7
NODE_3541_length_19381_cov_4.441116	1	19381	173	10727	55.348	0.892988	35.7	43.9
NODE_3616_length_19005_cov_4.883430	1	19005	189	12151	63.9358	1.09976	35.6	46.2
NODE_3622_length_18976_cov_4.997992	1	18976	189	9196	48.4612	0.784517	35.6	35.5
NODE_3682_length_18733_cov_5.032873	1	18733	267	9201	49.1165	0.957081	35.4	29.2
NODE_3706_length_18658_cov_5.216632	1	18658	241	10967	58.7791	0.992711	35.2	34.9
NODE_3745_length_18548_cov_16.229979	1	18548	124	1486	8.01165	0.385378	36	0.137
NODE_3817_length_18285_cov_5.216511	1	18285	194	9718	53.1474	0.831228	35.8	39.7
NODE_3860_length_18141_cov_4.511169	1	18141	197	9352	51.5517	1.0027	35.9	42.1
NODE_4026_length_17570_cov_5.093691	1	17570	136	7913	45.037	0.771258	35.9	41.2
NODE_4046_length_17517_cov_4.573245	1	17517	373	12050	68.7903	1.94343	35.9	41.1
NODE_4057_length_17453_cov_4.800552	1	17453	826	9194	52.6786	3.81081	35.7	31.8
NODE_4147_length_17057_cov_5.092401	1	17057	267	9276	54.3824	1.06959	35.3	35.1
NODE_4262_length_16742_cov_5.414035	1	16742	142	8675	51.8158	0.756003	35.5	44.4
NODE_4306_length_16581_cov_4.926722	1	16581	175	8752	52.7833	0.912128	35.6	36
NODE_4313_length_16552_cov_5.780324	1	16552	134	8777	53.0268	0.737011	35.3	41.6
NODE_4353_length_16441_cov_5.028256	1	16441	208	10332	62.8429	1.29883	35.7	40.3
NODE_4405_length_16283_cov_4.568955	1	16283	206	9385	57.6368	1.07179	35.7	40.3
NODE_4445_length_16194_cov_4.688395	1	16194	188	10191	62.9307	0.986415	35.5	41.5
NODE_4486_length_16102_cov_4.855113	1	16102	142	7727	47.9878	0.708608	34.8	32.9
NODE_4511_length_16018_cov_5.027814	1	16018	165	8144	50.8428	0.932014	35.5	36.7
NODE_4548_length_15887_cov_5.577122	1	15887	131	7679	48.3351	0.792031	36	40.4
NODE_4613_length_15708_cov_5.495113	1	15708	235	8389	53.4059	1.12962	35.3	35.9
NODE_4619_length_15685_cov_5.727191	1	15685	154	9489	60.4973	1.0723	35.6	45
NODE_4620_length_15685_cov_4.879271	1	15685	190	9225	58.8142	1.19146	35.5	40.8
NODE_4682_length_15512_cov_5.633564	1	15512	163	10066	64.8917	1.02031	35.8	45.4
NODE_4695_length_15486_cov_5.533148	1	15486	177	10291	66.4536	1.12063	35.4	39.6
NODE_4719_length_15428_cov_4.823587	1	15428	134	7564	49.0277	0.812743	35.8	44.6
NODE_4735_length_15372_cov_5.193706	1	15372	252	9233	60.0638	1.19366	35.2	37.7
NODE_4877_length_15057_cov_9.425943	1	15057	334	12796	84.9837	2.37969	35.5	45.2
NODE_5066_length_14587_cov_5.210226	1	14587	139	9896	67.8412	1.02639	35.7	47.7
NODE_5093_length_14508_cov_5.309278	1	14508	132	7142	49.228	0.80273	35.6	38.8
NODE_5102_length_14479_cov_5.033278	1	14479	109	7025	48.5185	0.69915	35.8	41.9
NODE_5116_length_14442_cov_4.475985	1	14442	1453	7857	54.4038	10.6052	36	33.6
NODE_5138_length_14392_cov_4.634303	1	14392	164	7836	54.4469	0.984922	35.6	41.2
NODE_5178_length_14301_cov_4.685666	1	14301	331	8202	57.3526	1.36151	35.2	16.5
NODE_5186_length_14280_cov_5.319086	1	14280	163	8170	57.2129	0.934174	35.9	40.9
NODE_5188_length_14279_cov_4.466887	1	14279	154	8231	57.6441	0.961622	35.1	38.4
NODE_5208_length_14245_cov_5.731642	1	14245	161	8602	60.3861	1.09287	35.6	38.5
NODE_5439_length_13667_cov_4.868792	1	13667	154	6636	48.5549	1.03871	35.8	35
NODE_5549_length_13465_cov_5.604474	1	13465	258	8243	61.218	1.8528	35.4	26.4
NODE_5585_length_13397_cov_7.445660	1	13397	164	8581	64.0517	1.13854	35.5	39.6
NODE_5751_length_13042_cov_5.193193	1	13042	160	8087	62.0074	1.23417	35.6	40.5
NODE_5824_length_12902_cov_4.159259	1	12902	101	5970	46.2719	0.790885	35.6	43.2
NODE_5878_length_12802_cov_6.148192	1	12802	181	8538	66.6927	1.33917	35.8	41.5
NODE_5985_length_12593_cov_5.692056	1	12593	112	6226	49.4402	0.776543	35.8	34.5
NODE_5990_length_12578_cov_4.387048	1	12578	102	8302	66.0041	1.00167	35.9	51.9
NODE_6062_length_12449_cov_4.401888	1	12449	171	7568	60.792	1.20122	35.9	40.8
NODE_6068_length_12438_cov_4.798514	1	12438	121	7277	58.5062	0.956826	35.4	48.2
NODE_6111_length_12344_cov_4.910570	1	12344	184	8115	65.7404	1.48461	35.4	45
NODE_6150_length_12270_cov_4.947769	1	12270	98	6088	49.617	0.781418	36.1	45.1
NODE_6157_length_12260_cov_5.217042	1	12260	120	7509	61.248	1.09241	35.8	49
NODE_6253_length_12072_cov_4.965549	1	12072	131	7568	62.6905	1.04042	35.7	45
NODE_6261_length_12052_cov_4.440027	1	12052	146	7568	62.7946	1.03875	35.6	38.9
NODE_6320_length_11970_cov_4.720940	1	11970	159	5762	48.137	0.924812	35.6	28.1
NODE_6327_length_11960_cov_5.063671	1	11960	119	5283	44.1722	0.717391	35.5	41.9
NODE_6369_length_11904_cov_5.452274	1	11904	109	5842	49.0759	0.87416	35.3	40.2
NODE_6386_length_11880_cov_4.874926	1	11880	187	8753	73.6785	1.4963	35.7	40
NODE_6462_length_11750_cov_5.014622	1	11750	155	7755	66	1.12868	35.7	41.4
NODE_6465_length_11748_cov_5.363123	1	11748	160	6490	55.2434	0.974634	35.3	31.5
NODE_6491_length_11716_cov_5.264471	1	11716	112	5938	50.6828	0.756658	35.5	36.8
NODE_6574_length_11584_cov_5.197502	1	11584	138	6920	59.7376	1.02288	35.5	37.9
NODE_6605_length_11527_cov_6.388424	1	11527	113	7823	67.8667	1.00399	35.4	45.6
NODE_6619_length_11505_cov_5.079563	1	11505	170	7801	67.8053	1.6286	35.8	43.2
NODE_6640_length_11455_cov_5.053509	1	11455	133	6319	55.1637	1.1588	35.5	41.1
NODE_6643_length_11448_cov_3.813570	1	11448	140	1933	16.885	0.518955	35.9	28.5
NODE_6648_length_11434_cov_5.233676	1	11434	112	5326	46.5804	0.784153	34.8	39.9
NODE_6731_length_11314_cov_3.926104	1	11314	95	5701	50.3889	0.801573	35.3	44.7
NODE_6774_length_11240_cov_4.775324	1	11240	119	6188	55.0534	0.953203	35.4	40.3
NODE_6782_length_11227_cov_4.710258	1	11227	113	5856	52.16	1.03527	35.9	38.2
NODE_6835_length_11151_cov_3.887978	1	11151	147	6197	55.5735	1.19514	35.4	38.7
NODE_6863_length_11117_cov_5.049539	1	11117	112	5958	53.5936	1.04192	35.7	42.8
NODE_6958_length_10950_cov_5.286737	1	10950	144	6275	57.3059	1.21644	35.4	33.9
NODE_6993_length_10886_cov_5.420090	1	10886	119	6474	59.4709	1.04694	35.2	37.1
NODE_7061_length_10805_cov_5.658698	1	10805	111	5687	52.633	0.883665	36	38.7
NODE_7132_length_10717_cov_3.728475	1	10717	106	6525	60.8846	0.953998	35.6	42.9
NODE_7171_length_10673_cov_4.898663	1	10673	115	7076	66.2981	1.06709	35.5	41.5
NODE_7190_length_10651_cov_6.159589	1	10651	128	6536	61.3651	1.02911	35.5	38.3
NODE_7430_length_10343_cov_4.952274	1	10343	102	5981	57.8265	0.967611	36	42.7
NODE_7437_length_10330_cov_5.488467	1	10330	102	5562	53.8432	1.02459	35.7	47.8
NODE_7547_length_10202_cov_4.988765	1	10202	93	6532	64.0267	1.13497	35.6	47
NODE_7962_length_9736_cov_5.569156	1	9736	101	6197	63.6504	1.15715	35.4	41
NODE_8011_length_9693_cov_5.433596	1	9693	117	6154	63.4891	1.09615	34.9	41.8
NODE_8036_length_9653_cov_4.712961	1	9653	126	5158	53.4342	1.01181	35.4	28
NODE_8061_length_9628_cov_4.534733	1	9628	69	4831	50.1766	0.694537	35.2	40
NODE_8066_length_9624_cov_4.985056	1	9624	127	6537	67.9239	1.0799	35.5	37
NODE_8099_length_9582_cov_4.781043	1	9582	64	5430	56.6688	0.789919	35.4	49.1
NODE_8116_length_9566_cov_5.074230	1	9566	74	5415	56.6067	0.808593	35.7	45.6
NODE_8128_length_9551_cov_5.248736	1	9551	130	5814	60.8732	1.04	35.8	31
NODE_8193_length_9488_cov_4.516697	1	9488	101	5889	62.0679	0.94161	34.8	43.1
NODE_8242_length_9436_cov_5.005117	1	9436	163	5413	57.3654	1.34824	35.9	45.3
NODE_8328_length_9357_cov_4.509353	1	9357	93	5443	58.1704	0.954366	35.9	43.2
NODE_8359_length_9326_cov_6.306224	1	9326	193	5914	63.4141	1.65966	35.4	31
NODE_8421_length_9270_cov_4.481063	1	9270	57	3931	42.4056	0.605286	35.7	45.1
NODE_8427_length_9266_cov_5.499620	1	9266	142	5674	61.2346	1.14084	35.6	35.5
NODE_8481_length_9208_cov_4.931279	1	9208	82	5990	65.0521	1.07656	35.7	47
NODE_8494_length_9194_cov_4.423898	1	9194	126	5553	60.3981	1.1551	35.5	33.5
NODE_8581_length_9102_cov_4.769758	1	9102	88	4746	52.1424	0.972973	35.6	45.6
NODE_8650_length_9034_cov_4.810224	1	9034	70	4074	45.0963	0.772858	35.7	41.1
NODE_8669_length_9017_cov_4.677193	1	9017	78	5778	64.079	0.940446	35.2	46.5
NODE_8772_length_8924_cov_4.712031	1	8924	91	5307	59.4688	1.0632	35.4	47.1
NODE_8822_length_8886_cov_4.925829	1	8886	96	5274	59.3518	1.08316	35.8	45.7
NODE_8867_length_8824_cov_3.795758	1	8824	70	4136	46.8722	0.771079	35	46.7
NODE_8922_length_8776_cov_4.672859	1	8776	132	4662	53.1222	1.07521	35.9	30.1
NODE_8969_length_8728_cov_4.611553	1	8728	106	2399	27.4863	0.760885	36	24.8
NODE_8995_length_8706_cov_5.624783	1	8706	110	5434	62.4167	1.23467	35.2	42.3
NODE_9028_length_8680_cov_4.395478	1	8680	90	5179	59.6659	1.02396	36	46
NODE_9077_length_8620_cov_4.263398	1	8620	62	4377	50.7773	0.803712	35.3	46.2
NODE_9109_length_8592_cov_4.564367	1	8592	88	5286	61.5223	1.07076	35.1	41.3
NODE_9122_length_8581_cov_3.100399	1	8581	85	808	9.41615	0.401235	35.7	39.2
NODE_9182_length_8539_cov_4.081565	1	8539	86	5479	64.1644	0.994613	35.4	42.1
NODE_9215_length_8510_cov_3.879243	1	8510	28	550	6.46298	0.127615	36.3	22.7
NODE_9272_length_8459_cov_4.987982	1	8459	83	4000	47.2869	0.751507	35.4	41.3
NODE_9314_length_8427_cov_5.377926	1	8427	95	6046	71.7456	1.17337	35.7	44.4
NODE_9362_length_8393_cov_4.739746	1	8393	102	3617	43.0954	0.784463	35.5	38.1
NODE_9376_length_8375_cov_5.309014	1	8375	96	4762	56.8597	1.07319	35.7	37.4
NODE_9377_length_8373_cov_4.928108	1	8373	76	4797	57.2913	0.971098	36	46.4
NODE_9394_length_8357_cov_5.884847	1	8357	122	5505	65.8729	1.25141	35.7	36.9
NODE_9437_length_8318_cov_4.194602	1	8318	118	4822	57.9707	1.09005	35.5	42
NODE_9491_length_8277_cov_5.092192	1	8277	92	5544	66.9808	1.28851	35.5	44.7
NODE_9515_length_8263_cov_7.622563	1	8263	305	7494	90.6935	3.23635	35.6	39
NODE_9546_length_8237_cov_4.742361	1	8237	51	3004	36.4696	0.586864	35.4	38.9
NODE_9728_length_8089_cov_5.260642	1	8089	126	5846	72.271	1.53072	35.8	42.7
NODE_9767_length_8064_cov_3.841179	1	8064	77	5075	62.934	0.960938	35.9	51.4
NODE_9859_length_8008_cov_5.085502	1	8008	83	4232	52.8472	0.878372	35.6	36.3
NODE_9995_length_7927_cov_5.136941	1	7927	62	4157	52.441	0.826921	35.8	43
NODE_10055_length_7886_cov_4.593539	1	7886	63	3646	46.2338	0.925311	35.6	43.6
NODE_10071_length_7874_cov_5.237498	1	7874	62	3671	46.6218	0.768352	35.9	43.6
NODE_10255_length_7755_cov_5.533766	1	7755	123	4964	64.0103	1.24745	35.1	34.6
NODE_10267_length_7745_cov_5.063459	1	7745	203	4707	60.7747	1.71917	35.5	31.8
NODE_10270_length_7743_cov_5.114854	1	7743	111	3199	41.3147	0.786	35.9	34.7
NODE_10514_length_7605_cov_4.909139	1	7605	70	3572	46.9691	0.812623	36.1	34
NODE_10517_length_7603_cov_4.634738	1	7603	88	4612	60.6603	1.14231	35.6	37
NODE_10525_length_7598_cov_4.434708	1	7598	86	4197	55.2382	0.90458	35.6	35.9
NODE_10573_length_7567_cov_5.069622	1	7567	67	4297	56.786	0.860447	35.6	42.6
NODE_10617_length_7536_cov_4.137014	1	7536	53	3352	44.4798	0.557458	35.7	35.3
NODE_10638_length_7525_cov_4.793708	1	7525	121	4606	61.2093	1.1313	35.8	42.1
NODE_10666_length_7509_cov_4.576067	1	7509	85	3719	49.5272	0.987349	35.7	38.5
NODE_10677_length_7502_cov_4.388747	1	7502	70	4121	54.932	0.93735	36.1	44.3
NODE_10681_length_7499_cov_5.065422	1	7499	72	4498	59.9813	1.03787	35.1	43.4
NODE_10686_length_7498_cov_3.405347	1	7498	335	4133	55.1214	2.17911	36	14.6
NODE_10768_length_7439_cov_3.242416	1	7439	156	1247	16.763	1.28861	36	18.4
NODE_10774_length_7437_cov_5.485912	1	7437	49	4062	54.6188	0.768455	34.7	49.5
