user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
SPAdes-MetaBAT2Refined-S3.156	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__											d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__	ANI		GCA_003244035.1, s__Palsa-465 sp003244035, 95.0, 77.66, 0.35; GCA_005883415.1, s__Palsa-465 sp005883415, 95.0, 77.2, 0.27; GCA_009785395.1, s__Palsa-465 sp009785395, 95.0, 77.14, 0.33; GCA_003165655.1, s__Palsa-465 sp003165655, 95.0, 76.83, 0.19; GCA_003137075.1, s__Palsa-465 sp003137075, 95.0, 76.8, 0.16	67.76	11	0.8710610880709786	
SPAdes-MetaBAT2Refined-S3.159_sub	d__Bacteria;p__Nitrospirota_A;c__Leptospirillia;o__Leptospirillales;f__Leptospirillaceae;g__;s__											d__Bacteria;p__Nitrospirota_A;c__Leptospirillia;o__Leptospirillales;f__Leptospirillaceae;g__;s__	taxonomic novelty determined using RED			76.89	11	0.8587190451193563	
SPAdes-MetaBAT2Refined-S3.160	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__						GCA_003151425.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__Palsa-883 sp003151425	78.63	0.6	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	taxonomic classification defined by topology and ANI			54.06	11	0.8855481545812043	
SPAdes-MetaBAT2Refined-S3.161	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__;g__;s__						GCA_013815535.1	95.0	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__JACDGC01;g__JACDGC01;s__JACDGC01 sp013815535	75.33	0.03	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__;g__;s__	taxonomic classification defined by topology and ANI			63.35	11	0.6770155199738276	
SPAdes-MetaBAT2Refined-S3.162_sub	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__											d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__	ANI		GCA_003244035.1, s__Palsa-465 sp003244035, 95.0, 77.51, 0.21; GCA_009785395.1, s__Palsa-465 sp009785395, 95.0, 77.32, 0.2; GCA_003137075.1, s__Palsa-465 sp003137075, 95.0, 77.25, 0.15; GCA_005883415.1, s__Palsa-465 sp005883415, 95.0, 77.12, 0.16; GCA_003165655.1, s__Palsa-465 sp003165655, 95.0, 76.61, 0.17	58.13	11	0.8683737416336984	
SPAdes-MetaBAT2Refined-S3.18_sub	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__						GCA_003165075.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp003165075	77.94	0.26	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	taxonomic classification defined by topology and ANI		GCA_003170825.1, s__Terracidiphilus sp003170825, 95.0, 78.82, 0.35; GCA_003139795.1, s__Terracidiphilus sp003139795, 95.0, 78.46, 0.27; GCA_903849645.1, s__Terracidiphilus sp903849645, 95.0, 78.28, 0.28; GCA_003134855.1, s__Terracidiphilus sp003134855, 95.0, 78.18, 0.26; GCA_002314435.1, s__Terracidiphilus sp002314435, 95.0, 78.17, 0.31; GCA_003133425.1, s__Terracidiphilus sp003133425, 95.0, 78.15, 0.23; GCA_003151435.1, s__Terracidiphilus sp003151435, 95.0, 78.04, 0.22; GCA_003138365.1, s__Terracidiphilus sp003138365, 95.0, 78.03, 0.25; GCA_003161045.1, s__Terracidiphilus sp003161045, 95.0, 77.88, 0.33; GCA_003142935.1, s__Terracidiphilus sp003142935, 95.0, 77.88, 0.21; GCA_003142015.1, s__Terracidiphilus sp003142015, 95.0, 77.87, 0.28; GCA_003167305.1, s__Terracidiphilus sp003167305, 95.0, 77.75, 0.33; GCA_003162495.1, s__Terracidiphilus sp003162495, 95.0, 77.75, 0.31; GCA_003159355.1, s__Terracidiphilus sp003159355, 95.0, 77.71, 0.26; GCA_903828675.1, s__Terracidiphilus sp903828675, 95.0, 77.71, 0.2; GCA_903842065.1, s__Terracidiphilus sp903842065, 95.0, 77.65, 0.17; GCA_903911925.1, s__Terracidiphilus sp903911925, 95.0, 77.64, 0.2; GCA_003140705.1, s__Terracidiphilus sp003140705, 95.0, 77.64, 0.13; GCF_008682415.1, s__Terracidiphilus sp008682415, 95.0, 77.63, 0.19; GCF_000620725.1, s__Terracidiphilus sp000620725, 95.0, 77.6, 0.18; GCA_003166055.1, s__Terracidiphilus sp003166055, 95.0, 77.51, 0.16; GCA_003140785.1, s__Terracidiphilus sp003140785, 95.0, 77.49, 0.18; GCF_001449115.1, s__Terracidiphilus gabretensis, 95.0, 77.49, 0.16; GCF_900290245.1, s__Terracidiphilus gaucii, 95.0, 77.38, 0.16; GCA_003171315.1, s__Terracidiphilus sp003171315, 95.0, 77.37, 0.25; GCF_003131205.1, s__Terracidiphilus savannae, 95.0, 77.31, 0.17; GCA_003156235.1, s__Terracidiphilus sp003156235, 95.0, 77.3, 0.19; GCA_002307235.1, s__Terracidiphilus sp002307235, 95.0, 77.26, 0.21; GCA_003165095.1, s__Terracidiphilus sp003165095, 95.0, 77.26, 0.19; GCA_003138515.1, s__Terracidiphilus sp003138515, 95.0, 77.19, 0.2; GCA_003134815.1, s__Terracidiphilus sp003134815, 95.0, 77.18, 0.18; GCA_003165935.1, s__Terracidiphilus sp003165935, 95.0, 77.16, 0.15; GCA_003151985.1, s__Terracidiphilus sp003151985, 95.0, 76.9, 0.16; GCA_003156495.1, s__Terracidiphilus sp003156495, 95.0, 76.82, 0.16; GCA_003165005.1, s__Terracidiphilus sp003165005, 95.0, 76.74, 0.2; GCA_003164635.1, s__Terracidiphilus sp003164635, 95.0, 76.33, 0.12	77.74	11	0.9317439338373024	Genome has more than 13.3% of markers with multiple hits
SPAdes-MetaBAT2Refined-S3.19_sub	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__;s__											d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__;s__	taxonomic classification fully defined by topology			68.41	11	0.8407949426642641	
SPAdes-MetaBAT2Refined-S3.20_sub	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__											d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__;g__;s__	taxonomic novelty determined using RED			73.22	11	0.7714212965537245	
SPAdes-MetaBAT2Refined-S3.24	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__PALSA-457;s__						GCA_003161575.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__PALSA-457;s__PALSA-457 sp003161575	77.26	0.21	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__;s__	taxonomic classification defined by topology and ANI			86.78	11	0.8567985024964476	
SPAdes-MetaBAT2Refined-S3.26	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__											d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	taxonomic novelty determined using RED			91.78	11	0.916765831310963	
SPAdes-MetaBAT2Refined-S3.32_sub	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__QHCC01;s__						GCA_003243915.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__QHCC01;s__QHCC01 sp003243915	78.49	0.41	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__;s__	taxonomic classification defined by topology and ANI			45.32	11	0.8958153849225622	
SPAdes-MetaBAT2Refined-S3.36	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Acidiferrobacteraceae;g__;s__											d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__;g__;s__	taxonomic novelty determined using RED			90.57	11	0.7277991735032956	
SPAdes-MetaBAT2Refined-S3.40	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__;g__;s__											d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__;g__;s__	taxonomic classification fully defined by topology			45.54	11	0.78189829668951	
SPAdes-MetaBAT2Refined-S3.41_sub	d__Bacteria;p__Chloroflexota;c__UBA5177;o__UBA5177;f__UBA5177;g__;s__						GCA_003244175.1	95.0	d__Bacteria;p__Chloroflexota;c__UBA5177;o__UBA5177;f__UBA5177;g__QHBP01;s__QHBP01 sp003244175	75.76	0.04	d__Bacteria;p__Chloroflexota;c__UBA5177;o__UBA5177;f__UBA5177;g__;s__	taxonomic classification defined by topology and ANI			50.8	11	0.8263322037018581	
SPAdes-MetaBAT2Refined-S3.47_sub	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Bog-793;g__;s__											d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Bog-793;g__;s__	taxonomic novelty determined using RED			88.09	11	0.8258753218976199	
SPAdes-MetaBAT2Refined-S3.50_sub	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__											d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	taxonomic novelty determined using RED			77.13	11	0.9187947817804696	
SPAdes-MetaBAT2Refined-S3.51	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__QHCF01;g__;s__						GCA_003244275.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__QHCF01;g__QHCF01;s__QHCF01 sp003244275	77.71	0.33	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__QHCF01;g__;s__	taxonomic classification defined by topology and ANI			89.44	11	0.7772640672336145	
SPAdes-MetaBAT2Refined-S3.53	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__;s__											d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__;s__	taxonomic classification fully defined by topology			79.27	11	0.8443696050409856	
SPAdes-MetaBAT2Refined-S3.54_sub	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__;s__											d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__;s__	taxonomic classification fully defined by topology			67.46	11	0.8491324252605353	
SPAdes-MetaBAT2Refined-S3.56_sub	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__Thermomicrobiaceae;g__Sphaerobacter;s__						GCF_000024985.1	95.0	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__Thermomicrobiaceae;g__Sphaerobacter;s__Sphaerobacter thermophilus	77.97	0.32	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__Thermomicrobiaceae;g__;s__	taxonomic classification defined by topology and ANI			72.74	11	0.8743169806155784	Genome has more than 10.8% of markers with multiple hits
SPAdes-MetaBAT2Refined-S3.58	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__SCTD01;g__;s__											d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__;g__;s__	taxonomic novelty determined using RED			93.19	11	0.8609119648197672	
SPAdes-MetaBAT2Refined-S3.6	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__;g__;s__						GCA_013815535.1	95.0	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__JACDGC01;g__JACDGC01;s__JACDGC01 sp013815535	75.74	0.05	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__;g__;s__	taxonomic classification defined by topology and ANI			83.8	11	0.6844379259922488	
SPAdes-MetaBAT2Refined-S3.63_sub	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__;s__						GCA_002404095.1	95.0	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__UBA4732;s__UBA4732 sp002404095	76.39	0.16	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__;s__	taxonomic classification defined by topology and ANI			59.78	11	0.8324083027131196	
SPAdes-MetaBAT2Refined-S3.64	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__;g__;s__											d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__;g__;s__	taxonomic classification fully defined by topology			96.05	11	0.7827753859512038	
SPAdes-MetaBAT2Refined-S3.66	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__											d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__;g__;s__	taxonomic novelty determined using RED			91.21	11	0.7726421624075361	
SPAdes-MetaBAT2Refined-S3.7	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__;s__											d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__;s__	taxonomic novelty determined using RED			88.68	11	0.8304621367249436	
SPAdes-MetaBAT2Refined-S3.71_sub	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__											d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__	taxonomic novelty determined using RED			89.68	11	0.6931643919682362	
SPAdes-MetaBAT2Refined-S3.72	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__						GCA_002255565.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__RAAP-2 sp002255565	88.84	0.77	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__	taxonomic classification defined by topology and ANI		GCA_903860745.1, s__RAAP-2 sp903860745, 95.0, 78.69, 0.43; GCA_003138815.1, s__RAAP-2 sp003138815, 95.0, 78.55, 0.44; GCA_003132205.1, s__RAAP-2 sp003132205, 95.0, 77.98, 0.34; GCA_001443545.1, s__RAAP-2 sp001443545, 95.0, 77.94, 0.36; GCA_003158855.1, s__RAAP-2 sp003158855, 95.0, 77.79, 0.34; GCA_003133665.1, s__RAAP-2 sp003133665, 95.0, 77.75, 0.37; GCA_003133075.1, s__RAAP-2 sp003133075, 95.0, 77.75, 0.31; GCA_003136495.1, s__RAAP-2 sp003136495, 95.0, 77.68, 0.32; GCA_003170315.1, s__RAAP-2 sp003170315, 95.0, 77.49, 0.28; GCA_003133405.1, s__RAAP-2 sp003133405, 95.0, 77.46, 0.24; GCA_003155915.1, s__RAAP-2 sp003155915, 95.0, 77.41, 0.33; GCA_003160115.1, s__RAAP-2 sp003160115, 95.0, 77.38, 0.25; GCA_003167415.1, s__RAAP-2 sp003167415, 95.0, 77.38, 0.3; GCA_003141815.1, s__RAAP-2 sp003141815, 95.0, 77.35, 0.26; GCA_003134515.1, s__RAAP-2 sp003134515, 95.0, 77.35, 0.25; GCA_003162475.1, s__RAAP-2 sp003162475, 95.0, 77.33, 0.3; GCA_013044285.1, s__RAAP-2 sp013044285, 95.0, 77.31, 0.2; GCA_003132165.1, s__RAAP-2 sp003132165, 95.0, 77.27, 0.29; GCA_003152215.1, s__RAAP-2 sp003152215, 95.0, 77.26, 0.21; GCA_003142095.1, s__RAAP-2 sp003142095, 95.0, 77.26, 0.23; GCA_013044405.1, s__RAAP-2 sp013044405, 95.0, 77.2, 0.22; GCA_003141095.1, s__RAAP-2 sp003141095, 95.0, 77.18, 0.24; GCA_003136415.1, s__RAAP-2 sp003136415, 95.0, 77.15, 0.25; GCA_003133125.1, s__RAAP-2 sp003133125, 95.0, 77.06, 0.26; GCA_003151555.1, s__RAAP-2 sp003151555, 95.0, 77.03, 0.2; GCA_003133685.1, s__RAAP-2 sp003133685, 95.0, 77.0, 0.29; GCA_003132305.1, s__RAAP-2 sp003132305, 95.0, 76.97, 0.27; GCA_903970515.1, s__RAAP-2 sp903970515, 95.0, 76.94, 0.2; GCA_003168075.1, s__RAAP-2 sp003168075, 95.0, 76.89, 0.19; GCA_903885505.1, s__RAAP-2 sp903885505, 95.0, 76.82, 0.1; GCA_903873775.1, s__RAAP-2 sp903873775, 95.0, 76.81, 0.12; GCA_003131665.1, s__RAAP-2 sp003131665, 95.0, 76.75, 0.21; GCA_903825765.1, s__RAAP-2 sp903825765, 95.0, 76.7, 0.1; GCA_903825035.1, s__RAAP-2 sp903825035, 95.0, 76.69, 0.06; GCA_003152555.1, s__RAAP-2 sp003152555, 95.0, 76.69, 0.17; GCA_002255315.1, s__RAAP-2 sp002255315, 95.0, 76.67, 0.19; GCA_903924205.1, s__RAAP-2 sp903924205, 95.0, 76.63, 0.09; GCA_009701115.1, s__RAAP-2 sp009701115, 95.0, 76.59, 0.08; GCA_903871335.1, s__RAAP-2 sp903871335, 95.0, 76.58, 0.1; GCA_003133005.1, s__RAAP-2 sp003133005, 95.0, 76.55, 0.13; GCA_903832015.1, s__RAAP-2 sp903832015, 95.0, 76.46, 0.05; GCA_013044265.1, s__RAAP-2 sp013044265, 95.0, 76.44, 0.15; GCA_903830655.1, s__RAAP-2 sp903830655, 95.0, 76.4, 0.05; GCA_903848885.1, s__RAAP-2 sp903848885, 95.0, 76.38, 0.06; GCA_903828785.1, s__RAAP-2 sp903828785, 95.0, 76.36, 0.09; GCA_903893745.1, s__RAAP-2 sp903893745, 95.0, 76.15, 0.1; GCA_903860915.1, s__RAAP-2 sp903860915, 95.0, 76.09, 0.08; GCA_009726065.1, s__RAAP-2 sp009726065, 95.0, 76.06, 0.06; GCA_003163875.1, s__RAAP-2 sp003163875, 95.0, 76.03, 0.1; GCA_903830745.1, s__RAAP-2 sp903830745, 95.0, 75.88, 0.04; GCA_003138895.1, s__RAAP-2 sp003138895, 95.0, 75.61, 0.04; GCA_903826715.1, s__RAAP-2 sp903826715, 95.0, 75.32, 0.03; GCA_903854175.1, s__RAAP-2 sp903854175, 95.0, 74.97, 0.02	70.97	11	0.9866115553344754	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
SPAdes-MetaBAT2Refined-S3.79	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Pseudonocardia;s__						GCA_001899645.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Pseudonocardia;s__Pseudonocardia sp001899645	84.58	0.76	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Pseudonocardia;s__	taxonomic classification defined by topology and ANI		GCF_014235185.1, s__Pseudonocardia sp014235185, 95.0, 82.02, 0.64; GCF_006539565.1, s__Pseudonocardia hydrocarbonoxydans, 95.0, 81.57, 0.6; GCF_013155125.1, s__Pseudonocardia sp013155125, 95.0, 81.56, 0.65; GCF_012911925.1, s__Pseudonocardia xinjiangensis, 95.0, 80.65, 0.55; GCF_001942415.1, s__Pseudonocardia sp001942415, 95.0, 80.28, 0.55; GCF_006716445.1, s__Pseudonocardia kunmingensis, 95.0, 80.15, 0.59; GCF_012911935.1, s__Pseudonocardia sp012911935, 95.0, 80.14, 0.55; GCF_006717045.1, s__Pseudonocardia cypriaca, 95.0, 80.01, 0.56; GCF_012911875.1, s__Pseudonocardia bannensis, 95.0, 79.89, 0.52; GCF_002262885.1, s__Pseudonocardia sp002262885, 95.0, 79.88, 0.6; GCF_007994075.1, s__Pseudonocardia hierapolitana, 95.0, 79.88, 0.57; GCF_001942185.1, s__Pseudonocardia sp001942185, 95.0, 79.73, 0.57; GCF_007989085.1, s__Pseudonocardia sulfidoxydans, 95.0, 79.7, 0.52; GCF_002583555.1, s__Pseudonocardia sp002583555, 95.0, 79.64, 0.52; GCA_001725415.1, s__Pseudonocardia sp001725415, 95.0, 79.63, 0.55; GCF_900142365.1, s__Pseudonocardia thermophila, 95.0, 79.49, 0.55; GCF_000717175.1, s__Pseudonocardia autotrophica_A, 95.0, 79.47, 0.57; GCF_000196675.1, s__Pseudonocardia dioxanivorans, 95.0, 79.4, 0.59; GCF_004217185.1, s__Pseudonocardia sediminis, 95.0, 79.32, 0.55; GCF_000423625.1, s__Pseudonocardia asaccharolytica, 95.0, 79.2, 0.46; GCA_013695005.1, s__Pseudonocardia sp013695005, 95.0, 78.9, 0.29; GCF_900102195.1, s__Pseudonocardia oroxyli, 95.0, 78.87, 0.49; GCF_002813375.1, s__Pseudonocardia alni, 95.0, 78.84, 0.52; GCF_001294645.1, s__Pseudonocardia sp001294645, 95.0, 78.77, 0.49; GCF_014267175.1, s__Pseudonocardia sp014267175, 95.0, 78.72, 0.48; GCF_004339565.1, s__Pseudonocardia endophytica, 95.0, 78.62, 0.52; GCF_900115005.1, s__Pseudonocardia ammonioxydans, 95.0, 78.56, 0.53; GCF_001420995.1, s__Pseudonocardia sp001420995, 95.0, 78.55, 0.51; GCF_001698125.1, s__Pseudonocardia sp001698125, 95.0, 78.44, 0.46; GCF_003945385.1, s__Pseudonocardia autotrophica, 95.0, 78.35, 0.5; GCF_000620785.1, s__Pseudonocardia acaciae, 95.0, 77.93, 0.49; GCF_000429025.1, s__Pseudonocardia spinosispora, 95.0, 77.91, 0.42; GCF_014208095.1, s__Pseudonocardia eucalypti, 95.0, 77.8, 0.49	61.03	11	0.9640435007645686	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
SPAdes-MetaBAT2Refined-S3.8	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__						GCF_000620725.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp000620725	78.32	0.34	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	taxonomic classification defined by topology and ANI		GCF_008682415.1, s__Terracidiphilus sp008682415, 95.0, 78.24, 0.31; GCA_903849645.1, s__Terracidiphilus sp903849645, 95.0, 78.02, 0.26; GCA_003170825.1, s__Terracidiphilus sp003170825, 95.0, 78.0, 0.3; GCA_002314435.1, s__Terracidiphilus sp002314435, 95.0, 77.96, 0.28; GCA_003151435.1, s__Terracidiphilus sp003151435, 95.0, 77.85, 0.28; GCA_003134855.1, s__Terracidiphilus sp003134855, 95.0, 77.73, 0.25; GCA_003142935.1, s__Terracidiphilus sp003142935, 95.0, 77.63, 0.21; GCA_903842065.1, s__Terracidiphilus sp903842065, 95.0, 77.58, 0.18; GCA_003139795.1, s__Terracidiphilus sp003139795, 95.0, 77.57, 0.25; GCF_001449115.1, s__Terracidiphilus gabretensis, 95.0, 77.47, 0.19; GCF_003131205.1, s__Terracidiphilus savannae, 95.0, 77.47, 0.22; GCF_900290245.1, s__Terracidiphilus gaucii, 95.0, 77.46, 0.19; GCA_003162495.1, s__Terracidiphilus sp003162495, 95.0, 77.45, 0.26; GCA_903828675.1, s__Terracidiphilus sp903828675, 95.0, 77.43, 0.2; GCA_003167305.1, s__Terracidiphilus sp003167305, 95.0, 77.42, 0.31; GCA_003138365.1, s__Terracidiphilus sp003138365, 95.0, 77.4, 0.21; GCA_003133425.1, s__Terracidiphilus sp003133425, 95.0, 77.37, 0.21; GCA_003171315.1, s__Terracidiphilus sp003171315, 95.0, 77.36, 0.27; GCA_003138515.1, s__Terracidiphilus sp003138515, 95.0, 77.34, 0.21; GCA_003161045.1, s__Terracidiphilus sp003161045, 95.0, 77.29, 0.3; GCA_002307235.1, s__Terracidiphilus sp002307235, 95.0, 77.28, 0.21; GCA_003165075.1, s__Terracidiphilus sp003165075, 95.0, 77.27, 0.22; GCA_903911925.1, s__Terracidiphilus sp903911925, 95.0, 77.26, 0.22; GCA_003142015.1, s__Terracidiphilus sp003142015, 95.0, 77.24, 0.23; GCA_003140785.1, s__Terracidiphilus sp003140785, 95.0, 77.17, 0.16; GCA_003165095.1, s__Terracidiphilus sp003165095, 95.0, 77.16, 0.17; GCA_003159355.1, s__Terracidiphilus sp003159355, 95.0, 77.06, 0.24; GCA_003134815.1, s__Terracidiphilus sp003134815, 95.0, 76.96, 0.18; GCA_003165935.1, s__Terracidiphilus sp003165935, 95.0, 76.95, 0.16; GCA_003166055.1, s__Terracidiphilus sp003166055, 95.0, 76.93, 0.16; GCA_003156235.1, s__Terracidiphilus sp003156235, 95.0, 76.92, 0.16; GCA_003140705.1, s__Terracidiphilus sp003140705, 95.0, 76.81, 0.12; GCA_003165005.1, s__Terracidiphilus sp003165005, 95.0, 76.8, 0.22; GCA_003151985.1, s__Terracidiphilus sp003151985, 95.0, 76.64, 0.14; GCA_003156495.1, s__Terracidiphilus sp003156495, 95.0, 76.52, 0.13; GCA_003164635.1, s__Terracidiphilus sp003164635, 95.0, 76.1, 0.12	92.18	11	0.9580785700798996	
